,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes
1569,Breitbart News Network,Jeh Johnson: Obama Admin ‘Did Not Separate Families as a Policy and Practice’,['2019/07/14'],398 comments,https://www.breitbart.com/clips/2019/07/14/jeh-johnson-obama-admin-did-not-separate-families-as-a-policy-and-practice/,✦ Björn Free ✦,Spam. Flag. Ding. Block. Notify.thanks.,dannerdan7564,16,?
1570,Breitbart News Network,Jeh Johnson: Trump’s ‘Go Back’ Tweet Is ‘Offensive’,['2019/07/14'],273 comments,https://www.breitbart.com/clips/2019/07/14/jeh-johnson-trumps-go-back-tweet-is-offensive/,✦ Björn Free ✦,The Left scours the planet to find something on which to be offended & indignant.,,15,?
1571,Breitbart News Network,Trump Invites Australian PM Scott Morrison to White House State Dinner,['2019/07/14'],209 comments,https://www.breitbart.com/politics/2019/07/14/trump-invites-australian-pm-scott-morrison-to-white-house-state-dinner/,✦ Björn Free ✦,~Boomerangs for the Deep State.,,10,?
1572,Breitbart News Network,Leaked Cable Claim: Trump Axed Iran Nuclear Deal ‘To Spite Obama’,['2019/07/14'],1179 comments,https://www.breitbart.com/middle-east/2019/07/14/leaked-cable-claim-trump-axed-iran-nuclear-deal-to-spite-obama/,✦ Björn Free ✦,Peas be upon him?,skeptik,10,1
1573,Breitbart News Network,Leaked Cable Claim: Trump Axed Iran Nuclear Deal ‘To Spite Obama’,['2019/07/14'],1179 comments,https://www.breitbart.com/middle-east/2019/07/14/leaked-cable-claim-trump-axed-iran-nuclear-deal-to-spite-obama/,✦ Björn Free ✦,Obama's Iran Deal Got Trumped!MAGA!,,43,1
1574,Breitbart News Network,Florida Gov. Ron DeSantis Wants Civil Rights Statue to Replace Confederate On…,['2019/07/13'],28 comments,https://www.breitbart.com/politics/2019/07/13/florida-gov-ron-desantis-wants-civil-rights-statue-to-replace-confederate-one-capitol-hill/,✦ Björn Free ✦,...Those of we who campaigned for Ron DeSantis want a REFUND.......and a statue of Judas Iscariot placed in the Florida State Capitol!,,23,?
1575,Breitbart News Network,"South Carolina Poll: Biden Holds Strong Lead, Warren Falters",['2019/07/13'],502 comments,https://www.breitbart.com/politics/2019/07/13/south-carolina-poll-biden-holds-strong-lead-warren-falters/,✦ Björn Free ✦,Irrelevant Poll News.....yawn.,,17,?
1576,Breitbart News Network,"Romney Opposes Trump Yet Again, Goes to Bat for Paul Ryan",['2019/07/12'],1136 comments,https://www.breitbart.com/politics/2019/07/12/romney-opposes-trump-yet-again-goes-to-bat-for-paul-ryan/,✦ Björn Free ✦,Turkeys of a feather flap together.,Archimedes,17,?
1577,Breitbart News Network,Exclusive: Donald Trump Attempts to Revolutionize GOP Fundraising; Consult…,['2019/07/12'],220 comments,https://www.breitbart.com/politics/2019/07/12/donald-trump-attempt-revolutionize-gop-fundraising-consultant-class-pushes-back/,✦ Björn Free ✦,SCREW the GOPe!TRUMP 2020!Keep America GREAT!,,47,1
1578,Breitbart News Network,Ocasio-Cortez Denies Playing ‘Race Card’ on Pelosi: ‘Stupidly Untrue’,['2019/07/12'],2951 comments,https://www.breitbart.com/politics/2019/07/12/aoc-stupidly-untrue-accuse-me-playing-race-card-against-pelosi/,✦ Björn Free ✦,"Ocasio-Cortez, the Bard of ghetto-gibberish.",,25,?
1579,Breitbart News Network,MSNBC’s Deutsch: ‘We Should Be Infinitely More Skeptical’ of Polls Showing Trump…,['2019/07/12'],80 comments,https://www.breitbart.com/clips/2019/07/12/msnbcs-deutsch-we-should-be-infinitely-more-skeptical-of-polls-showing-trump-losing/,✦ Björn Free ✦,Voter fraud is the REAL issue.,,35,?
1580,Breitbart News Network,Kobach: California Gives Illegal Aliens Free Health Care in Violation of Federal Law,['2019/07/11'],293 comments,https://www.breitbart.com/politics/2019/07/11/kobach-california-gives-illegal-aliens-free-health-care-in-violation-of-federal-law/,✦ Björn Free ✦,"~TEXAS should advertise this on their billboards!""FOR FREE HEALTH-CARE!......move to MEXIFORNIA!",,46,?
1581,Breitbart News Network,Booker: Trump’s Census Push ‘Another Rank Failure of His’,['2019/07/11'],346 comments,https://www.breitbart.com/clips/2019/07/11/booker-trumps-census-push-another-rank-failure-of-his/,✦ Björn Free ✦,"....ah, moron, sir,.......~ Barack Hussein Obama suspended the CENSUS Citizenship question!",,60,1
1582,Breitbart News Network,Ocasio-Cortez: Pelosi Is ‘Absolutely Not’ a Racist,['2019/07/11'],787 comments,https://www.breitbart.com/clips/2019/07/11/ocasio-cortez-pelosi-is-absolutely-not-a-racist/,✦ Björn Free ✦,lol,Dave Friddle Jr,12,?
1583,Breitbart News Network,Ocasio-Cortez: Pelosi Is ‘Absolutely Not’ a Racist,['2019/07/11'],787 comments,https://www.breitbart.com/clips/2019/07/11/ocasio-cortez-pelosi-is-absolutely-not-a-racist/,✦ Björn Free ✦,hey gee: LOL&L. That's a Good un.,hey gee,25,?
1584,Breitbart News Network,Ocasio-Cortez: Pelosi Is ‘Absolutely Not’ a Racist,['2019/07/11'],787 comments,https://www.breitbart.com/clips/2019/07/11/ocasio-cortez-pelosi-is-absolutely-not-a-racist/,✦ Björn Free ✦,Dumbest bartender ever.,,157,?
1585,Breitbart News Network,"Buttigieg’s ‘Douglass Plan’ Addresses Racism, Black Diabetes, Childbirth Inequ…",['2019/07/11'],445 comments,https://www.breitbart.com/2020-election/2019/07/11/buttigiegs-douglass-plan-addresses-racism-black-diabetes-childbirth-inequities/,✦ Björn Free ✦,"Make no mistake....the case for ""reparations"" is about the Alynsky/Hegelian....moral reckoning.Reparations are not about money.It is about moral reckoning for the Whitey 'supremacy' by the radical Blacks.Cloward-Piven 101.",,47,?
1586,Breitbart News Network,Exclusive: Lawmaker Proposes Bill Allowing Americans to Directly Contribu…,['2019/07/11'],2115 comments,https://www.breitbart.com/politics/2019/07/11/lawmaker-proposes-bill-allowing-americans-directly-contribute-funding-border-wall-filing-taxes/,✦ Björn Free ✦,Sounds bueno to me.DEPORT ALL LAW BREAKERS!,,14,?
1587,Breitbart News Network,Police Find Felony Suspect After Fart Gives Away His Location,['2019/07/11'],21 comments,https://www.breitbart.com/politics/2019/07/11/police-find-felony-suspect-after-fart-gives-away-his-location/,✦ Björn Free ✦,"That wasn't using his head.....love the gas mask photo, BB!",,14,?
1588,Breitbart News Network,"Newlywed Couple, Ages 100 and 102, Find Love in Senior Living Facility",['2019/07/10'],5 comments,https://www.breitbart.com/health/2019/07/10/newlywed-couple-ages-100-102-find-love-senior-living-facility/,✦ Björn Free ✦,"Thank you kindly,",ThemistØcles,13,?
1589,Breitbart News Network,Kevin McCarthy Raises Record-Breaking $33.7 Million for House GOP,['2019/07/10'],326 comments,https://www.breitbart.com/politics/2019/07/10/kevin-mccarthy-raises-record-breaking-33-7-million-house-gop/,✦ Björn Free ✦,"""Kevin McCarthy raises record Breaking money""ALL of Kevin McCarthy's monies are....from the enemies of Trump!....and Kevin McCarthy marches to the DEEP-STATE MONEY.",,33,1
1590,Breitbart News Network,Henry Olsen: Ross Perot Rejected Elites’ Contempt for Blue-Collar Americans,['2019/07/10'],210 comments,https://www.breitbart.com/radio/2019/07/10/henry-olsen-ross-perot-rejected-elites-contempt-blue-collar-americans/,✦ Björn Free ✦,Ross Perot was a 1992 THREE-WAY STOOL SAMPLE.....emphasis on stool (sample.),,12,2
1591,Breitbart News Network,Whoopi Goldberg: Why Are Evangelicals Who Condemn Abortion Silent on Epstein,['2019/07/10'],31 comments,https://www.breitbart.com/clips/2019/07/10/whoopi-goldberg-why-are-evangelicals-who-condemn-abortion-silent-on-epstein/,✦ Björn Free ✦,FAKE NEWS!,,16,?
1592,Breitbart News Network,Fact Check: Ross Perot Did Not Donate to Trump’s Re-Election Campaign,['2019/07/10'],9 comments,https://www.breitbart.com/politics/2019/07/10/ross-perot-did-not-donate-trumps-re-election-campaign/,✦ Björn Free ✦,"When Ross Perot arrived at the Pearly Gates............He told GOD of the BIBLE..........""I VOTE THIRD PARTY!""....May this man have his wish!amen.",,15,?
1593,Breitbart News Network,Joe Biden Sets Hollywood Fundraising Blitz Amid Segregation Controversy,['2019/07/10'],65 comments,https://www.breitbart.com/politics/2019/07/10/joe-biden-sets-hollywood-fundraising-blitz-amid-segregation-controversy/,✦ Björn Free ✦,"""Joe Biden sets fundraising blitz""Joe Biden IS Blitzed. .........ah, she smell of Joe Biden's Burning Hair.",,13,?
1594,Breitbart News Network,Fmr Bush Advisor Peter Wehner: Trump ‘Is a Sexual Predator’ — GOP Being for Fami…,['2019/07/09'],52 comments,https://www.breitbart.com/clips/2019/07/09/fmr-bush-advisor-peter-wehner-trump-is-a-sexual-predator-gop-being-for-family-values-a-joke/,✦ Björn Free ✦,Another Never-Trump Spaghetti Quote......fling-it up against the wall and see if it sticks.,,24,?
1595,Breitbart News Network,GOP Rep. Meadows: Comey ‘Went Through Red Stoplights’ to Get Trump,['2019/07/09'],14 comments,https://www.breitbart.com/clips/2019/07/09/gop-rep-meadows-comey-went-through-red-stoplights-to-get-trump/,✦ Björn Free ✦,NO!James Comey ploughed through the United States Constitution!.....James Comey must be called into account........just as every other American citizen.,,15,?
1596,Breitbart News Network,"Jeffrey Epstein Charged with Sex Trafficking Involving Minors, Conspiracy",['2019/07/08'],5333 comments,https://www.breitbart.com/politics/2019/07/08/jeffrey-epstein-charged-with-sex-trafficking-involving-minors-conspiracy/,✦ Björn Free ✦,~Bill Clinton's Lolita Express.,,24,?
1597,Breitbart News Network,Fashion Notes: Melania Trump Goes 1940s Retro in Ralph Lauren Dress,['2019/07/07'],694 comments,https://www.breitbart.com/entertainment/2019/07/07/melania-trump-in-ralph-lauren-dress/,✦ Björn Free ✦,America the Beautiful!,,102,?
1598,Breitbart News Network,AOC Hits Back at Pelosi for Knocking Vote Against Border Bill,['2019/07/07'],907 comments,https://www.breitbart.com/immigration/2019/07/07/aoc-hits-back-pelosi-knocking-vote-against-border-bill/,✦ Björn Free ✦,~AOC is nothing more than a Harvey Wall-Banger! .......who is drunk on herself!,,49,1
1599,Breitbart News Network,"Nike Betsy Ross Shoes Garner $15,200 Bid on eBay",['2019/07/06'],291 comments,https://www.breitbart.com/politics/2019/07/06/nike-betsy-ross-shoes-garner-15200-bid-on-ebay/,✦ Björn Free ✦,"NIKE IS America's ""Dog Whistle."" ....screw NIKE!....NIKE probably REEBOK......Rather, re-bought their own zapatos. (shoes)......~jus say'n",,19,?
1600,Breitbart News Network,Starbucks Ejects Uniformed Police Officers After Customer ‘Didn’t Feel Safe’,['2019/07/06'],3297 comments,https://www.breitbart.com/politics/2019/07/06/starbucks-ejects-uniformed-police-officers-after-customer-didnt-feel-safe/,✦ Björn Free ✦,"The ONLY persons who feel ""UNSAFE"" among law officers are the bad actors.",,89,1
1601,Breitbart News Network,James Comey Swipes at Republicans: Read Mueller Report and Hide It Inside ‘Latest…,['2019/07/06'],1076 comments,https://www.breitbart.com/politics/2019/07/06/james-comey-swipes-republicans-read-mueller-report-hide-inside-latest-work-fox-news-broadcaster/,✦ Björn Free ✦,"Detective Steve Garrett:""Book him, Danno!"" ~Original Hawaii Five-O series",,16,?
1602,Breitbart News Network,Trump-Mexico Deal Cuts Release of Illegal Aliens into U.S. by 70 Percent,['2019/07/05'],544 comments,https://www.breitbart.com/politics/2019/07/05/trump-mexico-deal-cuts-release-of-illegal-aliens-into-u-s-by-70-percent/,✦ Björn Free ✦,IT SHOULD BE 110%! dammit.DEPORT the MILLIONS who have been mooching off of AMERICA.,,96,2
1603,Breitbart News Network,‘Poorly Attended’: Ocasio-Cortez Slams ‘Salute to America’ Celebration with Mis…,['2019/07/05'],5762 comments,https://www.breitbart.com/politics/2019/07/05/poorly-attended-ocasio-cortez-slams-salute-america-celebration-mistruths/,✦ Björn Free ✦," NO! MADAM!...What you call 'poorly attended events' are rather,  .....Biden, Hillary, and AOC bussed-in & staged events.Donald J. Trump's crowds will always EAT YER DNC-LUNCH!....come on, admit you lied.....and are stoop-ed....",,20,?
1604,Breitbart News Network,Nolte: 4th of July Reminder that Jim Rockford Is TV’s Greatest American,['2019/07/04'],352 comments,https://www.breitbart.com/entertainment/2019/07/04/4th-of-july-reminder-that-jim-rockford-is-tvs-greatest-american/,✦ Björn Free ✦,Support Your Local Sheriff Funniest Garner movie!,,39,?
1605,Breitbart News Network,Trump Celebrates ‘Great News’ Amash Leaving GOP: ‘A Total Loser!’,['2019/07/04'],399 comments,https://www.breitbart.com/2020-election/2019/07/04/trump-celebrates-amash-leaving-gop-a-total-loser/,✦ Björn Free ✦,"Hasta la Vista, baby!",,56,1
1606,Breitbart News Network,Trump Celebrates ‘Great News’ Amash Leaving GOP: ‘A Total Loser!’,['2019/07/04'],399 comments,https://www.breitbart.com/2020-election/2019/07/04/trump-celebrates-amash-leaving-gop-a-total-loser/,✦ Björn Free ✦,"""I'm asking you to join me in rejecting partisan loyalties and rhetoric that divide and dehumanize us.....""....apparently his image in his mirror is obscured and  compromised fromall of the steam and lip marks on the glass made by his kissing himself.So, take your ball(s) and go home.",,32,?
1607,Breitbart News Network,"Leonardo DiCaprio, Billionaire Investors Create Environmental Group to ‘Fund Ca…",['2019/07/03'],140 comments,https://www.breitbart.com/entertainment/2019/07/03/leonardo-dicaprio-billionaire-investors-create-environmental-group-to-fund-campaigns-and-films/,✦ Björn Free ✦,Juan Flew in Over The Communist's Nest!Burn your ill-gotten Hollywood assets like a pyromaniac.TRUMP 2020!.....deal wit it.,,29,?
1608,Breitbart News Network,"Poll: Kamala Harris, Elizabeth Warren Most ‘Excellent’ in Debate",['2019/07/02'],13 comments,https://www.breitbart.com/politics/2019/07/02/kamala-harris-elizabeth-warren-excellent-debate-poll/,✦ Björn Free ✦,"WARREN - HARRIS 2020!or,WEINER - HOLDER 2020!.bwa-ha-ha-ha-ha.",,14,?
1609,Breitbart News Network,"‘Drastically Different,’ Hispanic Pastor Says of Tour of Same Facility Visited by AOC",['2019/07/02'],1718 comments,https://www.breitbart.com/border/2019/07/02/drastically-different-hispanic-pastor-says-of-tour-of-same-facility-visited-by-aoc/,✦ Björn Free ✦,IF THEY HATE AMERICA'S  FACILITIES.......DON'T INVADE US!,,176,?
1610,Breitbart News Network,Border Patrol’s Brandon Judd Fires Back at Alexandria Ocasio-Cortez for ‘Falsehood…,['2019/07/01'],5950 comments,https://www.breitbart.com/border/2019/07/01/alexandria-ocasio-cortez-brandon-judd-the-cameras-will-prove-aoc-lied-about-migrant-facilities/,✦ Björn Free ✦,"AOC. ....a RUDE, FUGLY WOMAN.",,27,?
1611,Breitbart News Network,‘Beto’ O’Rourke Campaigns in Mexico,['2019/07/01'],764 comments,https://www.breitbart.com/politics/2019/07/01/beto-orourke-campaigns-mexico/,✦ Björn Free ✦,BETA MALE SHOULD RE-LOCATE TO MEXICO!.....hasta la vista Beto!,,25,?
1612,Breitbart News Network,House Democrats to Introduce Bill for More Refugee Admissions from Central America,['2019/06/30'],6294 comments,https://www.breitbart.com/politics/2019/06/30/house-democrats-introduce-bill-more-refugee-admissions-central-america/,✦ Björn Free ✦,The Bill's name?UNDOCUMENTED ILLEGAL DNC VOTER BILL!,,24,?
1613,Breitbart News Network,Activist Bishop Escorts Migrants Across U.S. Border from Mexico,['2019/06/28'],1097 comments,https://www.breitbart.com/faith/2019/06/28/activist-bishop-escorts-migrants-across-u-s-border-from-mexico/,✦ Björn Free ✦,"amen, brother.",coolercoleman,16,?
1614,Breitbart News Network,"Exclusive–Marsha Blackburn: English Represents Freedom, Should Be America…",['2019/06/28'],544 comments,https://www.breitbart.com/politics/2019/06/28/exclusive-marsha-blackburn-english-represents-freedom-should-be-americas-official-language/,✦ Björn Free ✦,"Tereese,1) The Septuagint (abbreviated LXX) was translated into the common (koine) Greek from mainly Hebrew. Not Aramaic. .2.) Plato and Socrates spoke classic Greek, not koine..3.) What is also called 'gutter Greek' (koine) was the international language of the day during King Alexander the Great. It was the language used by Jews to communicate with gentiles, the common language of commerce for traders and merchants during 200 to 300 BC. .Jerome (340-420) also translated the non-canonical books, Apocrypha.",Tereese,14,?
1615,Breitbart News Network,"Exclusive–Marsha Blackburn: English Represents Freedom, Should Be America…",['2019/06/28'],544 comments,https://www.breitbart.com/politics/2019/06/28/exclusive-marsha-blackburn-english-represents-freedom-should-be-americas-official-language/,✦ Björn Free ✦,DNC's Official Language: PIG LATIN.,,46,1
1616,Breitbart News Network,Poll: Joe Biden Tumbles 10 Points After Bruising First Debate,['2019/06/29'],601 comments,https://www.breitbart.com/politics/2019/06/29/poll-joe-biden-tumbles-10-points-after-bruising-first-debatepoll-joe-biden-tumbles-10-points-after-bruising-first-debate/,✦ Björn Free ✦,Polls this far in advance of 2020 are irrelevant and farcical.Poll-news insults the reader.,,34,?
1617,Breitbart News Network,"From Antisemitism to Biden’s Chinese Corruption, 4 Major Topics Democrat De…",['2019/06/28'],1910 comments,https://www.breitbart.com/politics/2019/06/28/from-antisemitism-bidens-chinese-corruption-4-major-topics-democrat-debates-avoided/,✦ Björn Free ✦,IDENTITY POLITICKS!Marxist-Approved.,,24,?
1618,Breitbart News Network,Watch — Sarah Sanders’ Top 8 Moments as White House Press Secretary,['2019/06/28'],200 comments,https://www.breitbart.com/politics/2019/06/28/sarah-sanders-top-8-moments-white-house-press-secretary/,✦ Björn Free ✦,"Sarah Sanders ""Top Eight""?SARAH SANDERS IS a TEN!!!",,30,?
1619,Breitbart News Network,Watch—Eric Swalwell: Trump Attempting to ‘Erase’ Migrants’ Existence by ‘Weapo…,['2019/06/27'],123 comments,https://www.breitbart.com/politics/2019/06/27/watch-eric-swalwell-trump-attempting-erase-migrants-existence-weaponizing-census/,✦ Björn Free ✦,NO!TRUMP 'attempting' to MAKE AMERICANS FIRST!....and nullify permanent illegal invader status.,,37,?
1620,Breitbart News Network,Fact Check: Kamala Harris Says Trump Economy ‘Not Working for Working People’,['2019/06/27'],483 comments,https://www.breitbart.com/politics/2019/06/27/fact-check-kamala-harris-says-trump-economy-not-working-for-working-people/,✦ Björn Free ✦,DNC is NOT WORKING for AMERICA!.....DNC is not working - because the DNC are syphoning American taxpayers....... the DNC are America's DEAD BEATS!MAGA!,,85,?
1621,Breitbart News Network,George Conway Jabs Trump Mental Health: Commit Him to Walter Reed,['2019/06/26'],977 comments,https://www.breitbart.com/politics/2019/06/26/george-conway-jabs-trump-mental-health-commit-him-to-walter-reed/,✦ Björn Free ✦,George Conway would be a GNAT .......without his wife Kellyanne Conway.,,92,2
1622,Breitbart News Network,‘Four More Years!’: Donald Trump Thrills Faith and Freedom Convention,['2019/06/26'],249 comments,https://www.breitbart.com/politics/2019/06/26/four-more-years-donald-trump-thrills-faith-freedom-convention/,✦ Björn Free ✦,FORE More Years!....no more democrat putts.,,16,?
1623,Breitbart News Network,"Watch: Inside Joe Biden’s Luxurious $20,000-a-Month Mansion",['2019/06/25'],397 comments,https://www.breitbart.com/politics/2019/06/25/wwatch-inside-joe-bidens-luxurious-20000-a-month-mansion/,✦ Björn Free ✦,Blue collar Joe uses the bidet to wash his face.,,66,1
1624,Breitbart News Network,Inslee: As President I Can Stop the influx of Migrants by Solving Climate Crisis,['2019/06/25'],796 comments,https://www.breitbart.com/clips/2019/06/25/inslee-as-president-i-can-stop-the-influx-of-migrants-by-solving-climate-crisis/,✦ Björn Free ✦,".....ah, the 'influx' of wind has changed...........it is now whistling up your political rear-end, sir.",,28,?
1625,Breitbart News Network,"Rep. Karen Bass Echoes AOC, Claims Trump Administration Torturing Migrant…",['2019/06/25'],364 comments,https://www.breitbart.com/politics/2019/06/25/rep-karen-bass-echoes-aoc-claims-trump-administration-torturing-migrant-children/,✦ Björn Free ✦,Vapid-ousity at its (Black-est Democrat)  finest.,,19,?
1626,The Gateway Pundit,Google-YouTube Deletes Project Veritas Video Exposing Google Interfering with E…,['2019/06'],176 comments,https://www.thegatewaypundit.com/2019/06/google-youtube-deletes-project-veritas-video-exposing-google-interfering-with-elections-against-conservatives/,✦ Björn Free ✦,duckduckgo.com....jus' sayin.,,22,?
1627,Breitbart News Network,Netanyahu: We’ll Hear Trump Plan ‘Fairly and With Openness’,['2019/06/24'],112 comments,https://www.breitbart.com/middle-east/2019/06/24/netanyahu-to-bolton-friedman-well-hear-trump-plan-fairly-and-with-openness/,✦ Björn Free ✦,When did you replace reason & fact with the .......Hegelian/Marxist dialectic?Alynsky much?,Hound Dog,18,?
1628,Breitbart News Network,Netanyahu: We’ll Hear Trump Plan ‘Fairly and With Openness’,['2019/06/24'],112 comments,https://www.breitbart.com/middle-east/2019/06/24/netanyahu-to-bolton-friedman-well-hear-trump-plan-fairly-and-with-openness/,✦ Björn Free ✦,I LOVE BENJAMIN NATANYAHU!I LOVE DONALD J. TRUMP!.........unconditionally.amen.,,21,3
1629,Breitbart News Network,South Bend Community Activist: I Don’t Trust Pete Buttigieg Right Now,['2019/06/24'],11 comments,https://www.breitbart.com/2020-election/2019/06/24/south-bend-community-activist-i-dont-trust-pete-buttigieg-right-now/,✦ Björn Free ✦,.....imagine a high profile homosexual GOP-er from SOUTH BEND............much less named Peter Butt-a-what-ever.,,15,?
1630,Breitbart News Network,"Exclusive — Intercept’s Ryan Grim: Rising Populism on Left, Right Puts Donor Class…",['2019/06/24'],1959 comments,https://www.breitbart.com/politics/2019/06/24/exclusive-intercepts-ryan-grim-rising-populism-on-left-right-puts-donor-class-establishment-in-2020-bind/,✦ Björn Free ✦,'Populism on the Left & Trump's (so designated) 'populism'...............are mutually exclusive.,,15,?
1631,Breitbart News Network,Watch Live: Donald Trump Signs Executive Order on Improving Healthcare,['2019/06/24'],212 comments,https://www.breitbart.com/politics/2019/06/24/watch-donald-trump-signs-executive-order-on-improving-healthcare/,✦ Björn Free ✦,HOW to IMPROVE HEALTH CARE 101......REPEAL (all of)  ObamaCare........get the frickn' government outta the private health insurance industry........stop siphoning taxpayer money to fund illegal and indigent leaches.,,51,1
1632,Breitbart News Network,Alexandria Ocasio-Cortez Gives Illegal Aliens Tips on How to Evade ICE Raids,['2019/06/23'],1840 comments,https://www.breitbart.com/immigration/2019/06/23/alexandria-ocasio-cortez-gives-illegal-aliens-tips-on-how-to-evade-ice-raids/,✦ Björn Free ✦,~AOC is a WICKED WOMAN!,,15,?
1633,Breitbart News Network,CNN: Pelosi Asked Trump Friday Night to Cancel ICE Raids,['2019/06/22'],644 comments,https://www.breitbart.com/politics/2019/06/22/cnn-pelosi-asked-trump-friday-night-to-cancel-ice-raidscnn-pelosi-asked-trump-friday-night-to-cancel-ice-raids/,✦ Björn Free ✦,"~BELLA  PELOSI to TRUMP: ""I vant to bite your neck!",,16,?
1634,Breitbart News Network,Jared Kushner Unveils $50 Billion Palestinian ‘Peace to Prosperity’ Plan,['2019/06/22'],548 comments,https://www.breitbart.com/middle-east/2019/06/22/jared-kushner-unveils-50-billion-palestinian-peace-to-prosperity-plan/,✦ Björn Free ✦,SCREW the Palestinians!They are a manufactured people.,,80,2
1635,Breitbart News Network,Donald Trump Denounces Sexual Assault Accusation from E. Jean Carroll,['2019/06/21'],2276 comments,https://www.breitbart.com/politics/2019/06/21/donald-trump-denounces-sexual-assault-accusation-from-e-jean-carroll/,✦ Björn Free ✦,"500 witnesses, 1.4 million documents,more than 2,800 subpoena's,$40 MILLION DOLLARS..........and the beat-up goes on.......and on............and on...",,69,1
1636,Breitbart News Network,Limbaugh: ‘I Think Trump Looks Better Today Than He Did When He Announced’,['2019/06/19'],8 comments,https://www.breitbart.com/clips/2019/06/19/limbaugh-i-think-trump-looks-better-today-than-he-did-when-he-announced/,✦ Björn Free ✦,That's because he has a clean conscience.,,17,?
1637,Breitbart News Network,Biden Takes Commanding Democrat Primary Lead in Florida Early Voter Poll,['2019/06/18'],8 comments,https://www.breitbart.com/2020-election/2019/06/18/biden-takes-commanding-democrat-primary-lead-in-florida-early-voter-poll/,✦ Björn Free ✦,"Good grief. Joe Biden looks like he is at least 76-years old! -  oh wait......""Joe Biden gets up to stump, to about 4 people.....usually he's groping someone..""~Donald J. Trump",,15,?
1638,Breitbart News Network,Senators Want NDAA Amendment Naming Human Rights Commission After John M…,['2019/06/17'],761 comments,https://www.breitbart.com/politics/2019/06/17/senators-want-ndaa-amendment-naming-human-rights-commission-after-john-mccain/,✦ Björn Free ✦,S-C-R-E-W   John McCain!,,165,1
1639,Breitbart News Network,Man Allegedly Broke into Alexandria Ocasio-Cortez’s NY Campaign Office,['2019/06/16'],535 comments,https://www.breitbart.com/crime/2019/06/16/man-allegedly-broke-alexandria-ocasio-cortezs-ny-campaign-office/,✦ Björn Free ✦,He was there to steal Ocasio-Cortez's FREE Green Electricity Power Strips......that were plugged into themselves for re-charging.,,42,?
1640,Breitbart News Network,GOP Beefing Up Resources in Texas Amid Blue Shift Scare,['2019/06/12'],8 comments,https://www.breitbart.com/politics/2019/06/12/gop-beefing-up-resources-in-texas-amid-blue-shift-scare/,✦ Björn Free ✦,Ban illegal & dead democrat voters. Make ballots English-only......Problemo solved aqui.,,14,?
1641,Breitbart News Network,Daughter of ‘tiger mom’ Chua picked as Kavanaugh law clerk,[],123 comments,https://www.breitbart.com/news/daughter-of-tiger-mom-chua-picked-as-kavanaugh-law-clerk/,✦ Björn Free ✦,Mark my word: Kavanaugh will be Krap.,,21,4
1642,Breitbart News Network,Pence on 2020 Dem Field: ‘The President and I Are Ready to Take Any of Them On’,['2019/06/10'],123 comments,https://www.breitbart.com/clips/2019/06/10/pence-on-2020-dem-field-the-president-and-i-are-ready-to-take-any-of-them-on/,✦ Björn Free ✦,Mike Pence & Nikki Haley are irrelevant.MAGA!,,19,?
1643,Breitbart News Network,House Democrats to Hold Hearing on ‘Presidential Obstruction’,['2019/06/09'],923 comments,https://www.breitbart.com/politics/2019/06/09/house-democrats-hold-hearing-presidential-obstruction/,✦ Björn Free ✦,"~""House Judiciary Democrats Hold a  Presidential Hearing""....... Should read:.....~""House Democrats Hold Themselves.""",,12,?
1644,Breitbart News Network,Cowboys for Trump Make Second Ride into D.C. to Push for End to Illegal Immigration,['2019/06/08'],820 comments,https://www.breitbart.com/politics/2019/06/08/cowboys-for-trump-make-second-ride-into-d-c-to-push-for-end-to-illegal-immigration/,✦ Björn Free ✦,"HEAD 'EM UP............MOVE 'EM OUT...........and back to the heck country from which they invaded America.Giddy-Up, y'all.",,39,?
1645,Breitbart News Network,Pelosi: If We Close the Door to Immigrants We Won’t Be the Country that Leads the…,['2019/06/06'],1871 comments,https://www.breitbart.com/clips/2019/06/06/pelosi-if-we-close-the-door-to-immigrants-we-wont-be-the-country-that-leads-the-world/,✦ Björn Free ✦,WHAT TOTAL BULL KRAP!,,235,?
1646,Breitbart News Network,"EXCLUSIVE: Farage Warns Tories Still View Brexiteers as ‘The Lower Orders’, Treat G…",['2019/06/05'],223 comments,https://www.breitbart.com/europe/2019/06/05/exclusive-farage-says-tories-view-brexiteers-lower-orders/,✦ Björn Free ✦,I LOVE Farage.,,31,?
1647,Breitbart News Network,"WaPo: Immigrants Stealing Succulents from State Parks, Harming Ecosystem",['2019/06/04'],525 comments,https://www.breitbart.com/politics/2019/06/04/wapo-immigrants-stealing-succulents-state-parks-harming-ecosystem/,✦ Björn Free ✦,Immigrants succulent at the taxpayer's teat.,,74,?
1648,Breitbart News Network,Plagiarism Panic: Joe Biden Campaign Claims Citations ‘Inadvertently Left Out’…,['2019/06/04'],157 comments,https://www.breitbart.com/politics/2019/06/04/plagiarism-panic-joe-biden-campaign-claims-citations-inadvertently-left-out-climate-plan/,✦ Björn Free ✦,10. 9.8.7.6......5....4....3....2...1KA-BOOM BIDEN.G'bye.,,38,?
