,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag??,Responding to,Upvotes,Downvotes,Ordinary/Hate/Offensive,
321,Townhall,"Violent BLM Mob Attacks Rand Paul, Others Outside of the White House",['2020/08/28'],1772 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/28/leftists-harass-and-accost-rnc-attendees-as-they-leave-the-white-house-n2575230,"MAGADeplorable, too",Oblige themWhen the President is re-elected be prepared for even worst riots,,,Lil Joey,0,0,,
322,Townhall,"Violent BLM Mob Attacks Rand Paul, Others Outside of the White House",['2020/08/28'],1772 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/28/leftists-harass-and-accost-rnc-attendees-as-they-leave-the-white-house-n2575230,"MAGADeplorable, too",Into the 4th month of blm and antifa riotsAnd moronic woke whites carrying signsAll that the blm race scam has accomplished is looted businesses and sections of commiecrat cities burned and businesses destroyedWhile the shootings and murders are on the rise in many of the commiecrat run nirvanas,,,,3,?,,
323,Townhall,"Violent BLM Mob Attacks Rand Paul, Others Outside of the White House",['2020/08/28'],1772 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/28/leftists-harass-and-accost-rnc-attendees-as-they-leave-the-white-house-n2575230,"MAGADeplorable, too",It begs the questionAt what point will these mindless woke whites finally comprehend they are just useful idiots for the racists running the blm race scam?,,,,2,?,,
324,Townhall,"On All Fronts, President Trump Delivers a Knock Out Punch Against Biden",['2020/08/27'],468 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/27/on-all-fronts-president-trump-delivers-a-knock-out-punch-against-biden-n2575223,"MAGADeplorable, too",There is nothing the progressive-marxists can refute about the President's speechThat is other then they hated his promise to stand up for America and restore the economy after the commiecrats chicoms pals unleashed the pandemic,,,,1,?,,
325,Townhall,The NBA Is Done,['2020/08/27'],75 comments,https://townhall.com/columnists/larryoconnor/2020/08/27/the-nba-is-done-n2575175,"MAGADeplorable, too","The chicoms love the kneeler leagueLet their chicom lackey, leboob james lead them to their real promised land and make commie china their new home",,,,4,?,,
326,Townhall,NYT: Wisconsin Democrats Worried Kenosha Mayhem Might Be Help Get Trump Re-elected,['2020/08/27'],86 comments,https://townhall.com/tipsheet/mattvespa/2020/08/27/nyt-kenosha-riots-already-swaying-voters-in-wisconsin-n2575165,"MAGADeplorable, too",How do people who have had their lives disrupted and their businesses destroyed vote for the klown who denies rioting is going on?,,,,1,?,,
327,Twitchy,Joe Biden tells Andrea Mitchell they didn’t have to call in the National Guard when racial riots that they were not having occurred,['2020/08/27'],72 comments,https://twitchy.com/brettt-3136/2020/08/27/joe-biden-tells-andrea-mitchell-they-didnt-have-to-call-in-the-national-guard-when-racial-riots-that-they-were-not-having-occurred/,"MAGADeplorable, too",I ain't so sure the money grifted from corporations and terrorist enablers like nazi soros ever gets to the street thugs doing the lootingThese ghetto slugs are now looking at places of opportunities to stealAntifa terrorists are also being funded by others through gofundme accounts which buy the helmets and gas masks,,,Gloves Donahue,3,?,,
328,Twitchy,Joe Biden tells Andrea Mitchell they didn’t have to call in the National Guard when racial riots that they were not having occurred,['2020/08/27'],72 comments,https://twitchy.com/brettt-3136/2020/08/27/joe-biden-tells-andrea-mitchell-they-didnt-have-to-call-in-the-national-guard-when-racial-riots-that-they-were-not-having-occurred/,"MAGADeplorable, too",Mebbe the groper can point out any incidences where rioters were hurt or shot by the National Guard who were there to protect federal buildings,,,,0,0,,
329,Hot Air,"Buttigieg: If Trump can’t stop the chaos now, why would he stop it if he’s reelected?",['2020/08/27'],9 comments,https://hotair.com/archives/allahpundit/2020/08/27/buttigieg-trump-cant-stop-chaos-now-stop-hes-reelected/,"MAGADeplorable, too",Mebbe butt-gag can clue us in why all the riots are happening in cities run by the progressive-marxist party for decades,,,,0,0,,
330,Townhall,Kamala Harris' 'Rebuttal' to President Trump's RNC Address Was Full of Falsehoods,['2020/08/27'],135 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/27/kamala-3pm-n2575189,"MAGADeplorable, too",If no one listened to kameltoes prebuttalDid she say anything?,,,,3,?,,
331,Hot Air,WNBA players don shirts with bullet holes in support of Jacob Blake,['2020/08/27'],135 comments,https://hotair.com/archives/karen-townsend/2020/08/27/wnba-players-don-shirts-bullet-holes-support-jacob-blake/,"MAGADeplorable, too",Lesbians few bother to watch,,,,2,?,,
332,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",Can diktator nutsy comprehend her hold on power is coming to an end?,,,,2,?,,
333,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",When will someone clue nutsy in that these aren't peaceful protestsAnd why is she denying what has happened?Is her staff keeping her from viewing the news?,,,,0,0,,
334,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too","Is nutsy another who is pulling the strings of their senile puppet, joey b",,,,1,?,,
335,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",Another day of nate getting worked up and running out of litle boy's dirty undies to sniff,,,,0,0,,
336,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",When was nutsy appointed to run the DNC?,,,,1,?,,
337,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",In the 10 years we lived in South Carolina the only confederate flags I saw flying were 1 along the interstate and one at a civil war monumentThere had been one flying over the capitol in Columbia but Repubs overturned the law that raised it there and took it down,,,Kolchak,1,?,,
338,Townhall,The Eye Roll Reason Pelosi Just Said There Shouldn't Be Any Presidential Debates,['2020/08/27'],1397 comments,https://townhall.com/tipsheet/cortneyobrien/2020/08/27/the-eyeroll-reason-pelosi-just-said-there-shouldnt-be-any-presidential-debates-n2575167,"MAGADeplorable, too",Will joey b follow wannabe diktator nutsy's advice and punk out of the debates?,,,,1,?,,
339,Townhall,What Is the Violence in American Cities All About?,['2020/08/27'],355 comments,https://townhall.com/columnists/victordavishanson/2020/08/27/what-is-the-violence-in-american-cities-all-about-n2575091,"MAGADeplorable, too",Bizarre that all these deaths the blm magguts are pointing to to excuse their violence were all thugs who resisted arrestMebbe these mindless knee gahs can clue us in how looting and vandalism is social justice,,,,1,?,,
340,Townhall,What Is the Violence in American Cities All About?,['2020/08/27'],355 comments,https://townhall.com/columnists/victordavishanson/2020/08/27/what-is-the-violence-in-american-cities-all-about-n2575091,"MAGADeplorable, too",The blm magguts and the antifa punks think they have intimidated enough people that they can wage and win a civil war w/o suffering any casualtiesReality will quickly end that lunacy when they are facing both law enforcement and armed patriots,,,,1,?,,
341,Townhall,Kamala Harris' 'Rebuttal' to President Trump's RNC Address Was Full of Falsehoods,['2020/08/27'],135 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/27/kamala-3pm-n2575189,"MAGADeplorable, too",Mebbe willie brown's ho can clue us in where there were peaceful riotsGhetto magguts march through kenosha last night spewing racist hatred as they played their never ending race/victim cardMebbe these same knee gahs can clue us in concerning the looting that occurred in commieapolis because these morons were told a ghetto thug who killed hisself was murdered by the poleece,,,,2,?,,
342,Twitchy,"REPORT: NBA players to end strike and resume playoffs, prove Jared Kushner’s point",['2020/08/27'],282 comments,https://twitchy.com/gregp-3534/2020/08/27/report-nba-players-to-end-strike-and-resume-playoffs-prove-jared-kushners-point/,"MAGADeplorable, too","Has anyone asked these kneelers to define social justiceIn particular has the self appointed leader of the kneelers, leboob james and willing puppet of his chicom masters, ever explained why ghetto losers can't live civilized or why they can't stop preying on their neighbors",,,,0,0,,
343,Townhall,"Fact Check: Yes, Biden's Plan Would 'Increase Taxes on Average for All Income Groups'",['2020/08/27'],233 comments,https://townhall.com/tipsheet/guybenson/2020/08/27/fact-check-biden-tax-increases-n2574944,"MAGADeplorable, too","I however believe that those millions who already don't pay taxes should still be assessed a fee for funding America's infrastructureEveryone must have skin in the game so they fully understand they have an obligation to fund our RepublicEven if it is no more then a double digit fee, everyone should pay",,,,0,0,,
344,Hot Air,"PBS’s Yamiche Alcindor: That Madison Cawthorn must be a white supremacist, you know",['2020/08/27'],134 comments,https://hotair.com/archives/karen-townsend/2020/08/27/pbss-yamiche-alcindor-madison-cawthorn-must-white-supremacist-know/,"MAGADeplorable, too",Why isn't this hippo fixing things in Haiti?How better to honor her parents then rebuild the hovel they left behind,,,,0,0,,
345,Townhall,The Five Reasons Trump Is Going to Crush Biden,['2020/08/27'],1210 comments,https://townhall.com/columnists/kurtschlichter/2020/08/27/the-five-reasons-trump-is-going-to-crush-biden-n2575078,"MAGADeplorable, too",In 12 days I end the only thing I have in common with the groperMy RN wife's order that I isolate  myself ends when I head to the hospital for surgeryThank the stars above that's all I share with cardi b's new boyfriend joey b,,,,0,0,,
346,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",I got you beatI tuned out both kneelgroe leagues a couple of decades ago based on how mind dead boring they were,,,Cugger,2,?,,
347,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too","In other great news leboob james, the nba's leading racist and chicom boot licker is leading the fight to cancel the nba play-offsImpossible to plumb the depths of his indoctrinated stupidity while he whines about the death of ghetto thugs who resisted arrest but is silent concerning the epidemic rates of ghetto shootings and murders by ghetto thugs",,,,6,?,,
348,The Daily Caller,"‘Land Of Heroes’ — All The Highlights You Need From RNC Night 3, Plus What To Expect From Thursday",['2020/08/27'],2168 comments,https://dailycaller.com/2020/08/27/land-of-heroes-watch-rnc-wednesday-night-highlights-mike-pence-kayleigh-mcenany/,"MAGADeplorable, too",His handlers gave him a weak statement to read that the riots ain't helpfulBut of course neither he or willie brown's ho condemned the violent riots,,,WHATTHEBLANKAGAIN,0,0,,
349,The Daily Caller,"‘Land Of Heroes’ — All The Highlights You Need From RNC Night 3, Plus What To Expect From Thursday",['2020/08/27'],2168 comments,https://dailycaller.com/2020/08/27/land-of-heroes-watch-rnc-wednesday-night-highlights-mike-pence-kayleigh-mcenany/,"MAGADeplorable, too",Very touching to see the President interact which the disabled vets after the Pence speechTrump continues to show his humanity for others,,,,3,?,,
350,Townhall,SD Gov Kristi Noem Offers Why Trump Deserves a Second Term With Four Simple Words,['2020/08/26'],235 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/kristi-noem-rnc-n2575137,"MAGADeplorable, too",Noem is proof there are superstar women in the repub partyWhile the progressive marxists are suck with ocrazio and her squad and willie brown's ho,,,,0,0,,
351,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",But what about that hollyweird airhead sent to prison for buying her daughters way into an indoctrination campus?Surely that registered on your outrage gauge,,,David Kight,1,1,,
352,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",Can they design a trashed and burning float with idiots running around holding the big screens they looted?,,,Count Floyd,2,?,,
353,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",The left is getting worriedSeems don lemming is worried the riots will cost the groper/ho ticket the keys to the oval officeLemming is untroubled by lawless behavior of his fellow ghetto magguts and terrorist heroes,,,,4,?,,
354,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",The meme of the ghetto trashWhy work when you can loot,,,Glider driver,4,?,,
355,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",I no longer buy into the lunacy that soros is paying ghetto trash to lootThe ghetto trash sees other stealing w/o consequence and walking away with anything they can carry or put in their carsThe ghetto trash is just looking for their next looting opportunityThe antifa terrorists however are rioting to destroy existing businessesAll is criminal activity but woke whites have no need to haul bling back to mommies basement,,,,4,?,,
356,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",So hide under your bed coward while you watch terrorists destroy America,,,Watchman59,0,0,,
357,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",So explain these ghetto thugs rampaging through the stores and hauling out anything they can carrySeems you don't think looting and vandalism isn't a serious crimeDuring a riot every thug irrespective of skin tone should be shot during the commission of a crime,,,Snowflake Monitor,1,?,,
358,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",Commiecrat mayors won't let the police enforce law and order when these antifa and blm terrorists loot an burnBut if the citizens don't take back their cities with all the necessary forceThey will lose their citiesTime to put city morgues on overtime to handle the dead terrorists looting and burning America,,,,2,?,,
359,Townhall,What Sparked Latest Unrest in Minneapolis Tells You Everything You Need to Know About the Rioters,['2020/08/27'],1011 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/08/27/what-sparked-latest-round-of-rioting-in-minneapolis-tells-you-everything-you-need-to-know-about-these-people-n2575155,"MAGADeplorable, too",Knee  gahs don't need an excuse to loot and vandalizeBut we still hear the same bovine droppings about how social justice will mend the racist gapSee a looter or arsonistTarget for a trip to the morgue,,,,2,?,,
360,Twitchy,SERIOUSLY? Rachel Maddow calls in mayor of Seattle to debunk Gov. Kristi Noem’s claim that Dem-run cities have been overrun by lawlessness,['2020/08/26'],184 comments,https://twitchy.com/dougp-3137/2020/08/26/seriously-rachel-maddow-calls-in-mayor-of-seattle-to-debunk-gov-kristi-noems-claim-that-dem-run-cities-have-been-overrun-by-lawlessness/,"MAGADeplorable, too","Do lesbians take advice from each other,   Especially when they both support the terrorist destruction of American cities?",,,,0,0,,
361,The Daily Caller,Democratic Rep Sean Casten Claims Gun Ownership Is Linked To ‘Having Small Genitals’,['2020/08/26'],333 comments,https://dailycaller.com/2020/08/26/sean-casten-illinois-gun-ownership-genital-size/,"MAGADeplorable, too",His reside in nutsy's lockboxAlong with the rest of the beta males in the commiecrat caucus,,,Neal Hyde,1,?,,
362,Twitchy,Hillary redux: AP reports that Biden campaign to ‘flood the zone’ with celebrity endorsements,['2020/08/26'],226 comments,https://twitchy.com/brettt-3136/2020/08/26/hillary-redux-ap-reports-that-biden-campaign-to-flood-the-zone-with-celebrity-endorsements/,"MAGADeplorable, too",After listening to part of the interview between joey b and cardi b I am not sure which was the dumbestI decided it was a tie,,,,1,?,,
363,Townhall,Bernie Has a Ridiculous Suggestion for Curbing Riots Across the United States,['2020/08/26'],197 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/26/bernie-has-a-ridiculous-suggestion-for-curbing-riots-across-the-united-states-n2575130,"MAGADeplorable, too",Bernie the marxist drools over the commie takeover of America while he lives the capitalist dream of owning 3 homes and being a $millionaireHe is a major hypocrite who lives large but wants the jack boot of socialism pressed against the throats of those who cherish freedom and the right to make our own decisions w/o mandates from the govt,,,,0,0,,
364,Townhall,Bernie Has a Ridiculous Suggestion for Curbing Riots Across the United States,['2020/08/26'],197 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/26/bernie-has-a-ridiculous-suggestion-for-curbing-riots-across-the-united-states-n2575130,"MAGADeplorable, too",It's past time to assault the property of those encouraging and enabling the terroristsWhy shouldn't the mayors who refuse to stop the riots in their cities escape destruction of their property as the price they should pay for allowing their property and businesses to be sacked looted and burned,,,,1,?,,
365,Townhall,Bernie Has a Ridiculous Suggestion for Curbing Riots Across the United States,['2020/08/26'],197 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/26/bernie-has-a-ridiculous-suggestion-for-curbing-riots-across-the-united-states-n2575130,"MAGADeplorable, too",As Bernie closes in on his dirt nap he wants to see America go up in flames,,,,1,?,,
366,Townhall,Bernie Has a Ridiculous Suggestion for Curbing Riots Across the United States,['2020/08/26'],197 comments,https://townhall.com/tipsheet/bethbaumann/2020/08/26/bernie-has-a-ridiculous-suggestion-for-curbing-riots-across-the-united-states-n2575130,"MAGADeplorable, too","In an interview with public radio Antifa terrorist leader and mayor of portlandistand, wheeler insisted the riors would burn themselves out given enough timeStrange choice of words while he encourages the riots and arson by not keeping the rioters in jail",,,,0,0,,
367,The Daily Caller,Bowser Says Washington DC Diners Should Call The Cops On Protesters,['2020/08/26'],142 comments,https://dailycaller.com/2020/08/26/muriel-bowser-protestors-white-silence-violence-black-lives-matter/,"MAGADeplorable, too",Mayor bow-wow is a confirmed racist and supporter of the blm race scamI doubt she has any concern for white people being harassed by blm racists and their woke white enablers,,,,0,0,,
368,Townhall,Not Enough Mugs for the Liberal Media's Tears That Poured Out During Night Two of GOP Convention,['2020/08/26'],237 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/the-liberal-media-had-a-total-meltdown-during-night-two-of-rnc-n2575066,"MAGADeplorable, too",DamnYou are dating yourselfI remember BoBo from the days of my youth and that's longer ago then I want to admitBut then mebbe BoBo broke into the zoo and mated with a caged primate  and stupid donna was later born,,,Xtra,1,?,,
369,Townhall,Not Enough Mugs for the Liberal Media's Tears That Poured Out During Night Two of GOP Convention,['2020/08/26'],237 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/the-liberal-media-had-a-total-meltdown-during-night-two-of-rnc-n2575066,"MAGADeplorable, too",When did the $millionaire magguts in the kneelgroe league care about ghetto thugs shooting and killing their neighborsTo date 2260 ghetto losers have been shot and 460 have been murderedAnd those in the kneelgroe league maintains it's silence over that violence,,,SAINT MICHAEL כּוֹמֶר,1,?,,
370,Townhall,Not Enough Mugs for the Liberal Media's Tears That Poured Out During Night Two of GOP Convention,['2020/08/26'],237 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/the-liberal-media-had-a-total-meltdown-during-night-two-of-rnc-n2575066,"MAGADeplorable, too",Nambla boy nate must have run out of little boys dirty underwear to sniff,,,SAINT MICHAEL כּוֹמֶר,1,?,,
371,The Daily Caller,ANDERSON: About Those ‘Joe Biden Republicans’ In Arizona,['2020/08/26'],721 comments,https://dailycaller.com/2020/08/26/anderson-about-those-joe-biden-republicans-in-arizona/,"MAGADeplorable, too","Only the commiecrats are convinced that old songbird's catamite, flakey, is a political playerFlakey chose not to run for re-election based on his polling numbers he couldn't win his primary",,,,1,?,,
372,Twitchy,‘Why not Biden?’ Sen. Kamala Harris to counter President Trump’s #RNC speech with her own,['2020/08/26'],134 comments,https://twitchy.com/brettt-3136/2020/08/26/why-not-biden-sen-kamala-harris-to-counter-president-trumps-rnc-speech-with-her-own/,"MAGADeplorable, too",Assuming the groper becomes incapacitated or diesWill the dnc honcho's move willie brown's ho into the top spot or meet and pick a better candidateBut then it must get down to who told old fingers to name willie brown's ho as his vp choice,,,,2,?,,
373,Hot Air,AOC's unserious make-up,['2020/08'],19 comments,https://hotair.com/headlines/archives/2020/08/aocs-unserious-make/,"MAGADeplorable, too",How would doing ocrazio be any different then self abuse?,,,Michael Woiwood,0,0,,
374,Hot Air,AOC's unserious make-up,['2020/08'],19 comments,https://hotair.com/headlines/archives/2020/08/aocs-unserious-make/,"MAGADeplorable, too",No amount of make-up covers up her stupidity,,,,0,0,,
375,Twitchy,‘Why not Biden?’ Sen. Kamala Harris to counter President Trump’s #RNC speech with her own,['2020/08/26'],134 comments,https://twitchy.com/brettt-3136/2020/08/26/why-not-biden-sen-kamala-harris-to-counter-president-trumps-rnc-speech-with-her-own/,"MAGADeplorable, too",Will kameltoes have her new ear to ear grin that was previously seen after she serviced willie brown and her gave her a high paying govt job,,,,0,0,,
376,Twitchy,‘Why not Biden?’ Sen. Kamala Harris to counter President Trump’s #RNC speech with her own,['2020/08/26'],134 comments,https://twitchy.com/brettt-3136/2020/08/26/why-not-biden-sen-kamala-harris-to-counter-president-trumps-rnc-speech-with-her-own/,"MAGADeplorable, too",Willie Brown's ho was put on the ticket to be the attack dog and try to shore up the ticket she could step in immediately as the potus the left knows will do as ordered,,,,0,0,,
377,Townhall,Not Enough Mugs for the Liberal Media's Tears That Poured Out During Night Two of GOP Convention,['2020/08/26'],237 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/the-liberal-media-had-a-total-meltdown-during-night-two-of-rnc-n2575066,"MAGADeplorable, too",Washed up hollyweird ho tries to stay relevant and fails bigly,,,Exador,3,?,,
378,Townhall,Not Enough Mugs for the Liberal Media's Tears That Poured Out During Night Two of GOP Convention,['2020/08/26'],237 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/the-liberal-media-had-a-total-meltdown-during-night-two-of-rnc-n2575066,"MAGADeplorable, too","As predictedWillie Brown's ho, kameltoes starts her role of attack dog with her assault on the Trump Presidency before he accepts the party's nominationProving the commiecrats only go low and lower",,,,6,?,,
379,Townhall,"Unbelievable: After Endorsing Leftist Riots, CNN Hosts NOW Say End Them For The Most Obvious Reason",['2020/08/26'],699 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/unbelievable-after-endorsing-leftist-riots-cnn-hosts-now-say-it-should-end-for-the-most-obvious-reason-n2575082,"MAGADeplorable, too",Kenosha is the warning about close proximity to these marxist run citiers where mayors won't prosecute terrorists,,,,2,?,,
380,Townhall,"Unbelievable: After Endorsing Leftist Riots, CNN Hosts NOW Say End Them For The Most Obvious Reason",['2020/08/26'],699 comments,https://townhall.com/tipsheet/mattvespa/2020/08/26/unbelievable-after-endorsing-leftist-riots-cnn-hosts-now-say-it-should-end-for-the-most-obvious-reason-n2575082,"MAGADeplorable, too",Lemming looks like the kind of guy that likes putting a stinky finger in his mouth,,,Count Floyd,1,?,,
381,Townhall,President Trump Announces Additional National Guard Troops Are Headed to Wisconsin,['2020/08/26'],355 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/26/president-trump-announced-federal-law-enforcement-is-headed-to-kenosha-n2575112,"MAGADeplorable, too",Blake a violent failure in life has now become a cash cow for his famblyWho have hired an ambulance chaser to win a huge cash settlement with the city of KenoshaIt's all about the BenjaminsSince that is the social justice the blm race pimps will be demanding,,,,3,?,,
382,Townhall,President Trump Announces Additional National Guard Troops Are Headed to Wisconsin,['2020/08/26'],355 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/26/president-trump-announced-federal-law-enforcement-is-headed-to-kenosha-n2575112,"MAGADeplorable, too",Let their loved ones suffer the indignity of realizing what failures as parents they were,,,Copok,3,?,,
383,Townhall,President Trump Announces Additional National Guard Troops Are Headed to Wisconsin,['2020/08/26'],355 comments,https://townhall.com/tipsheet/katiepavlich/2020/08/26/president-trump-announced-federal-law-enforcement-is-headed-to-kenosha-n2575112,"MAGADeplorable, too",The rules of engagement should beLooters and arsonists are shot during the commission of crimes and transported to the morgue,,,,5,?,,
384,Townhall,Ronna McDaniel Responds to Hillary Clinton Telling Biden Not to Concede the Election,['2020/08/26'],382 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/26/ronna-mcdaniel-on-hillary-n2575100,"MAGADeplorable, too","Can you be sure that his personal physician, ""DR"" Jill isn't already keeping him heavily medicated while he is chained in his dungeon?",,,David Kight,1,?,,
385,Townhall,Ronna McDaniel Responds to Hillary Clinton Telling Biden Not to Concede the Election,['2020/08/26'],382 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/26/ronna-mcdaniel-on-hillary-n2575100,"MAGADeplorable, too",Pardon me for making fun of your misspelled wordLess anyone forgetsThe only reason the hag conceived was that she did the dirty deed with Old lips Webb Hubbell,,,McGurk,0,0,,
386,Townhall,Ronna McDaniel Responds to Hillary Clinton Telling Biden Not to Concede the Election,['2020/08/26'],382 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/08/26/ronna-mcdaniel-on-hillary-n2575100,"MAGADeplorable, too",Why hasn't the rapist made arrangements for the hag to be under the care of shrinks?,,,,1,?,,
387,Hot Air,"Teachers Union’s anti-Trump ad rejected by FOX, will air on CNN",['2020/08/26'],83 comments,https://hotair.com/archives/karen-townsend/2020/08/26/teachers-unions-anti-trump-ad-rejected-fox-will-air-cnn/,"MAGADeplorable, too","The problem isn't her being a lesbianThe problem being,  political lesbians and their marxism",,,Quixotic,2,?,,
388,Hot Air,"Teachers Union’s anti-Trump ad rejected by FOX, will air on CNN",['2020/08/26'],83 comments,https://hotair.com/archives/karen-townsend/2020/08/26/teachers-unions-anti-trump-ad-rejected-fox-will-air-cnn/,"MAGADeplorable, too",Lesbian union leader weinstain squawks,,,,2,?,,
389,Twitchy,Top surrogate for Bernie Sanders threatens to dox Kenosha police officers,['2020/08/26'],164 comments,https://twitchy.com/gregp-3534/2020/08/26/top-surrogate-for-bernie-sanders-threatens-to-dox-kenosha-police-officers/,"MAGADeplorable, too",If a shooting war begins in portlandistanCan the front line troops of the mommies brigade be targeted?,,,,0,0,,
