,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
1098,Twitchy,"Antifa activist files lawsuit against his landlord, who also happens to be his gra…",['2020/05/05'],128 comments,https://twitchy.com/brettt-3136/2020/05/05/antifa-activist-files-lawsuit-against-his-landlord-who-also-happens-to-be-his-grandmother/,NDPACKER,Does anyone know his address?,,,emtae,2,?
1099,Twitchy,"Antifa activist files lawsuit against his landlord, who also happens to be his gra…",['2020/05/05'],128 comments,https://twitchy.com/brettt-3136/2020/05/05/antifa-activist-files-lawsuit-against-his-landlord-who-also-happens-to-be-his-grandmother/,NDPACKER,Austin Goodrich should be slaughtered like the pig he is.,,,Dave W,2,?
1100,Townhall,CBP Deputy Commissioner: Trump's Decision to Restrict Travel From China W…,['2020/05/05'],25 comments,https://townhall.com/tipsheet/juliorosas/2020/05/05/cbp-deputy-commissioner-trump-restrict-travel-china-absolutely-critical-n2568186,NDPACKER,"I agree.  The main stream media, the democrats and most of those posting on here will never admit to that.",,,45twice,0,0
1101,Townhall,CBP Deputy Commissioner: Trump's Decision to Restrict Travel From China W…,['2020/05/05'],25 comments,https://townhall.com/tipsheet/juliorosas/2020/05/05/cbp-deputy-commissioner-trump-restrict-travel-china-absolutely-critical-n2568186,NDPACKER,"We need to kill all of the democrats and members of the main stream media, or it is all just talk.",,,Fallout,0,0
1102,Twitchy,‘Only these IDIOTS don’t get it’: Brian Stelter and NPR nobody try ganging up o…,['2020/05/05'],31 comments,https://twitchy.com/samj-3930/2020/05/05/only-these-idiots-dont-get-it-brian-stelter-and-npr-nobody-try-ganging-up-on-greg-gutfeld-and-just-guess-how-that-goes-over/,NDPACKER,Brian Stelter:  Still bald.  Still fat.  Still stupid.  Still a liberal hack.,,,,1,?
1103,Townhall,WH Deputy Press Secretary Rips Into CNN for 'Spreading Misinformation' Designed…,['2020/05/05'],68 comments,https://townhall.com/tipsheet/juliorosas/2020/05/05/white-house-press-secretary-calls-out-cnn-for-spreading-misinformation-designed-to-cause-panic-n2568178,NDPACKER,I am glad liberals like you block me.  By the way...name calling is what liberals do.,,,Barbara,1,?
1104,Twitchy,"OMG, soooo MAD! Trump decimates Ilhan Omar while endorsing her GOP opponen…",['2020/05/05'],168 comments,https://twitchy.com/samj-3930/2020/05/05/omg-soooo-mad-trump-decimates-ilhan-omar-while-endorsing-her-gop-opponent-and-she-just-freakin-loses-her-mind/,NDPACKER,Why is Ilhan Omar still alive?,,,MinistryofSillyWalks,7,1
1105,Twitchy,GRRL BYE! S.E. Cupp gets dose of her own medicine after claiming there’s a ‘new ru…,['2020/05/05'],158 comments,https://twitchy.com/samj-3930/2020/05/05/grrl-bye-s-e-cupp-gets-dose-of-her-own-medicine-after-claiming-theres-a-new-rule-for-those-wanting-to-reopen-the-country/,NDPACKER,I would love to see S.E Cupps death along with everyone else working at CNN.,,,emtae,3,3
1106,Townhall,Schiff Makes 'Unhinged' Argument Tying Wuhan Coronavirus Casualties to Failure…,['2020/05/05'],510 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/05/05/schiff-suggests-wuhan-coronavirus-casualties-due-to-failure-of-impeachment-n2568194,NDPACKER,You are such a coward.,,,Richard_Reed,0,0
1107,Townhall,Schiff Makes 'Unhinged' Argument Tying Wuhan Coronavirus Casualties to Failure…,['2020/05/05'],510 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/05/05/schiff-suggests-wuhan-coronavirus-casualties-due-to-failure-of-impeachment-n2568194,NDPACKER,All main stream media members and all democrats lie all the time.  They ad no value to our country and should all be killed.,,,Patriot,11,2
1108,Townhall,Don Lemon Suggests Trump Is Jealous of Obama for Several Reasons in Latest Rant,['2020/05/04'],214 comments,https://townhall.com/tipsheet/cortneyobrien/2020/05/04/the-best-reactions-to-don-lemons-latest-trump-meltdown-n2568145,NDPACKER,How could a monkey be more beautiful than Melania?,,,American ex-Pat,2,1
1109,The Daily Wire,"WATCH: Tattoo Shop Owner Arrested For Reopening; Owner: I Have No Regrets, I…",[],127 comments,https://www.dailywire.com/news/watch-tattoo-shop-owner-arrested-for-reopening-owner-i-have-no-regrets-i-had-to-take-a-stand,NDPACKER,I am sorry to say it is too bad the shop owner didn't kill a couple of the Nazi storm troopers arresting him.,,,NoNoy,1,?
1110,Townhall,Former NY Governor Calls for Investigation into Cuomo's Controversial Nursing Hom…,['2020/05/04'],54 comments,https://townhall.com/tipsheet/cortneyobrien/2020/05/04/former-ny-governor-calls-for-investigation-into-cuomos-controversial-nursing-home-policy-n2568068,NDPACKER,Why are relatives of those killed in nursing homes not suing the state of new york?,,,FedupwithPC,2,?
1111,Townhall,Former NY Governor Calls for Investigation into Cuomo's Controversial Nursing Hom…,['2020/05/04'],54 comments,https://townhall.com/tipsheet/cortneyobrien/2020/05/04/former-ny-governor-calls-for-investigation-into-cuomos-controversial-nursing-home-policy-n2568068,NDPACKER,"Killing people is more than a hobby to democrats.  First it is unborn children, and now it is the elderly.",,,Lillian DeVore,7,?
1112,Twitchy,CRINGE –> Don Lemon earns his Trump-given nickname ‘dumbest man on televi…,['2020/05/04'],135 comments,https://twitchy.com/samj-3930/2020/05/04/cringe-don-lemon-earns-his-trump-given-nickname-dumbest-man-on-television-trying-to-pick-a-fight-with-the-president-watch/,NDPACKER,"Dumbest gay monkey on the planet.  There, I fixed it for you.",,,Tom,6,1
1113,Townhall,Trump Officially Endorses Ilhan Omar's Opponent,['2020/05/04'],231 comments,https://townhall.com/tipsheet/katiepavlich/2020/05/04/trump-officially-endorses-ilhan-omars-opponent-n2568115,NDPACKER,Where can I send a contribution to Lacy Johnson's campaign?,,,Thе Gеnеrаl,10,?
1114,The Daily Wire,Left-Wing Group Using Taxpayer Funded Software Designed To Combat ISIS To Ta…,[],208 comments,https://www.dailywire.com/news/left-wing-group-using-taxpayer-funded-software-designed-to-combat-isis-to-take-down-trump,NDPACKER,Retired Army Gen. Stanley McChrystal should have his head cut off and placed on a pike.,,,,1,?
1115,Townhall,Project Veritas Sounds the Alarm on Deaths Falsely Attributed to the Wuhan…,['2020/05/03'],473 comments,https://townhall.com/tipsheet/bethbaumann/2020/05/03/project-veritas-sounds-the-alarm-on-deaths-falsely-attributed-to-the-wuhan-coronavirus-n2568099,NDPACKER,Remember this truth:  All democrats lie all the time.,,,Isadore P Daeleigh,8,?
1116,The Daily Wire,Biden Delegate Resigns After Making Shocking Claim That Reade’s Allegations…,[],136 comments,https://www.dailywire.com/news/biden-delegate-resigns-after-making-shocking-claim-that-reades-allegations-required-her-cooperation,NDPACKER,Rep. Richard Komi should be slaughtered like the pig he is.,,,AllofOurTwists,5,?
1117,The Daily Wire,Trump Rips George W. Bush After Former President Called For End To Partisanship…,[],419 comments,https://www.dailywire.com/news/trump-rips-george-w-bush-after-former-president-called-for-end-to-partisanship-amid-coronavirus,NDPACKER,Maybe Bush did cause Katrina.,,,jong,0,0
1118,Twitchy,White House Press Secretary Kayleigh McEnany accused of breaking her pledge…,['2020/05/02'],96 comments,https://twitchy.com/brettt-3136/2020/05/02/white-house-press-secretary-kayleigh-mcenany-accused-of-breaking-her-pledge-to-never-lie-just-minutes-after-making-it/,NDPACKER,All democrats and main stream media members lie all the time.  Either ignore them or kill them.,,,Daithi,3,?
1119,Townhall,Guess Who the NYT Wants to Investigate Tara Reade's Sexual Assault Allegation A…,['2020/05/02'],423 comments,https://townhall.com/tipsheet/bethbaumann/2020/05/02/guess-who-the-nyt-wants-to-investigate-tara-reades-sexual-assault-allegation-against-joe-biden-n2568058,NDPACKER,"""The New York Times on Friday penned an editorial calling on the Democratic National Committee to investigate Tara Reade's sexual assault allegations made against former Vice President Joe Biden.""HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!  Funniest story of the day.",,,,0,0
1120,Townhall,Eric Swalwell Has a Surprising Take on Tara Reade's Allegations,['2020/05/02'],407 comments,https://townhall.com/tipsheet/bethbaumann/2020/05/02/eric-swalwell-has-a-surprising-take-on-tara-reades-allegations-n2568061,NDPACKER,Did he fart during the interview?,,,Jedimaster Trump✓ᵀʳᵘᵐᵖˡᵒʳᵃᵇˡᵉ,13,?
1121,Townhall,Eric Swalwell Has a Surprising Take on Tara Reade's Allegations,['2020/05/02'],407 comments,https://townhall.com/tipsheet/bethbaumann/2020/05/02/eric-swalwell-has-a-surprising-take-on-tara-reades-allegations-n2568061,NDPACKER,"No, but I am sure many have grabbed your pu$$y.",,,Guest,8,?
1122,The Daily Wire,U.S. Women’s Soccer Sued Over Alleged Gender Pay Discrimination; Judge: Nope…,[],327 comments,https://www.dailywire.com/news/u-s-womens-soccer-sued-over-alleged-gender-pay-discrimination-judge-nope-rapinoe-responds,NDPACKER,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!,,,,0,0
1123,Twitchy,‘Team @JoeBiden!’ blue-check calls for investigation of journo over the Tara Rea…,['2020/05/01'],70 comments,https://twitchy.com/gregp-3534/2020/05/01/team-joebiden-blue-check-calls-for-investigation-of-journo-over-the-tara-reade-story/,NDPACKER,I think Chris D. Jackson should be brutally murdered because he is a Nazi pig.,,,BossBass7o7,0,0
1124,Twitchy,Ted Lieu scolds protesters as hundreds gather in Huntington Beach over Gov. Ne…,['2020/05/01'],190 comments,https://twitchy.com/gregp-3534/2020/05/01/ted-lieu-scolds-protesters-as-hundreds-gather-in-huntington-beach-over-gov-newsoms-beach-closure-order/,NDPACKER,When will Californians realize their path to freedom lies over the piles of dead democrats?,,,Paulie Walnuts ✓ᵛᵉʳᶦᶠᶦᵉᵈ,3,1
1125,Twitchy,‘You can’t make this stuff up’: Bill de Blasio warns New Yorkers that ‘the nice weathe…,['2020/05/02'],196 comments,https://twitchy.com/dougp-3137/2020/05/02/you-cant-make-this-stuff-up-bill-de-blasio-warns-new-yorkers-that-the-nice-weather-is-very-much-a-threat-to-us/,NDPACKER,When will New Yorker's learn they must kill democrats to survive?,,,,3,1
1126,Townhall,Ted Cruz Rips WaPo for 'Pleasing Communist Overlords',['2020/05/01'],579 comments,https://townhall.com/tipsheet/cortneyobrien/2020/05/01/ted-cruz-goes-on-twitter-rant-ripping-wapo-for-pleasing-communist-overlords-n2568021,NDPACKER,China lied and people died.  Jeff Bezos should have been the first one.,,,Reasonman,0,0
1127,Twitchy,"BINGO! Dana Perino says if Kavanaugh’s yearbook was considered fair game, this…",['2020/05/01'],71 comments,https://twitchy.com/dougp-3137/2020/05/01/bingo-dana-perino-says-if-kavanaughs-yearbook-was-considered-fair-game-this-from-biden-certainly-should-be/,NDPACKER,Sleepy Joe not so sleepy in 1993?  Why is Jill not defending her man?,,,RTater,4,?
1128,Townhall,Pritzker (Modestly) Changes Stay-at-Home Order After Church Files Lawsuit,['2020/05/01'],289 comments,https://townhall.com/tipsheet/cortneyobrien/2020/05/01/first-liberty-institute-informs-governor-churches-plan-to-reopen-by-midmay-n2568004,NDPACKER,"You can close our churches.  You can persecute those that love God.  You can make us stay at home, but we will never let Satan into our hearts like the democrats and main stream media have.",,,Deplorable Pelosi Schmelosi,17,?
1129,The Daily Wire,Michigan Governor Extends Emergency Order After Legislature Votes To Sue Her,[],173 comments,https://www.dailywire.com/news/michigan-governor-extends-emergency-order-after-legislature-votes-to-sue-her,NDPACKER,"It looks like a three year old wrote this story. ""with three executive orders that will extend the state’s emergency declaration until May 28.When combined together, the three executive orders extend Whitmer’s emergency authority, which the governor will use to extend the state’s stay-at-home policy until March 15""Whiskey Tango Foxtrot?",,,Steve S.,6,?
1130,The Daily Wire,WATCH: Hundreds Of Protesters Descend On Michigan Capitol; Governor Extends S…,[],188 comments,https://www.dailywire.com/news/watch-hundreds-of-protesters-descend-on-michigan-capitol-governor-extends-stay-at-home-order,NDPACKER,May the aim of American patriots be true.,,,Joe,5,?
1131,Townhall,Biden on Tara Reade's Claims and Hidden Senate Records: 'There's Nothing For Me…,['2020/05/01'],387 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/05/01/biden-on-morning-joe-n2567969,NDPACKER,When does the Senate hearing about this begin?,,,Transplanted Floridian,8,?
1132,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,I don't.,,,Lurker,0,0
1133,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,You tube IS the left you moron.,,,Legion of Dave,0,0
1134,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,I would kill you if you let me.,,,Legion of Dave,0,0
1135,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,You only have a few more upvotes than comments so you need to be reported and blocked.,,,John,0,0
1136,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,You are the craziest liberal on earth.  Do you even read what you write?,,,Legion of Dave,0,0
1137,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,"Sorry, but I do not take advice from sniveling, lying, liberal trolls like you.",,,Legion of Dave,0,0
1138,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,"Sorry, but I never listen to the advice of facists/democrats like you.",,,Inland42,0,0
1139,Townhall,Carlson Blasts YouTube Over Censorship of Coronavirus Video,['2020/04/30'],220 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/30/carlson-blasts-youtube-over-censorship-of-coronavirus-video-n2567846,NDPACKER,"Normally I would say boycott you tube, but given the gravity of their action it would be better if we just killed everyone that works there.",,,Bullwinkle1,1,8
1140,Townhall,GOP Lawmakers in Michigan Vote to Sue Gov. Whitmer,['2020/05/01'],166 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/05/01/gop-lawmakers-in-michigan-vote-to-sue-gov-whitmer-n2567987,NDPACKER,Lock and load good people of Michigan and may your aim be straight.,,,,7,?
1141,Townhall,Pelosi Praises Biden's Response to Tara Reade's Allegation — Except He Hasn't R…,['2020/04/30'],316 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/04/30/pelosi-satisfied-with-biden-response-n2567912,NDPACKER,Why is this condescending liar still living?,,,Guest,10,?
1142,Twitchy,"Over 2 weeks ago, South Dakota Gov. Kristi Noem was criticized for not issuing a sta…",['2020/04/30'],156 comments,https://twitchy.com/gregp-3534/2020/04/30/over-2-weeks-ago-south-dakota-gov-kristi-noem-was-criticized-for-not-issuing-a-stay-at-home-order-lets-check-in-on-the-state-shall-we/,NDPACKER,Killing people is more than a hobby to democrats.,,,MTHarpooner,3,?
1143,Twitchy,"Over 2 weeks ago, South Dakota Gov. Kristi Noem was criticized for not issuing a sta…",['2020/04/30'],156 comments,https://twitchy.com/gregp-3534/2020/04/30/over-2-weeks-ago-south-dakota-gov-kristi-noem-was-criticized-for-not-issuing-a-stay-at-home-order-lets-check-in-on-the-state-shall-we/,NDPACKER,NDs governor is doing ok.,,,Crakalakin,6,?
1144,Twitchy,"Over 2 weeks ago, South Dakota Gov. Kristi Noem was criticized for not issuing a sta…",['2020/04/30'],156 comments,https://twitchy.com/gregp-3534/2020/04/30/over-2-weeks-ago-south-dakota-gov-kristi-noem-was-criticized-for-not-issuing-a-stay-at-home-order-lets-check-in-on-the-state-shall-we/,NDPACKER,All members of the main stream media lie all the time.All democrats lie all the time.All communists lie all the time.See the pattern here?,,,r t,13,?
1145,Townhall,WATCH: Illinois Gov Asked If His Wife Violated State's 'Stay-at-Home' Order By…,['2020/04/30'],82 comments,https://townhall.com/tipsheet/juliorosas/2020/04/30/watch-illinois-gov-asked-if-his-wife-violated-states-stayathome-order-by-traveling-to-florida-n2567914,NDPACKER,He is just one more corrupt democrat in a long line of corrupt Illinois democrats.,,,Barbara,14,?
1146,Townhall,So Cuomo Is Finally Getting Around to Cleaning the Subways...,['2020/04/30'],279 comments,https://townhall.com/tipsheet/cortneyobrien/2020/04/30/so-cuomo-is-finally-getting-around-to-cleaning-the-subways-n2567899,NDPACKER,Actually it is because they want to kill their constituents.,,,PigressivesSuck,3,?
1147,Townhall,Facepalm: Former ESPN Writer Says Patriots NFL Draft Pick Is a White Supre…,['2020/04/29'],532 comments,https://townhall.com/tipsheet/mattvespa/2020/04/29/facepalm-former-espn-writer-says-patriots-nfl-draft-pick-is-a-white-supremacist-n2567674,NDPACKER,Jemele Hill is the most racist monkey on the planet.,,,,3,?
1148,Twitchy,‘Totalitarian garbage’: Video shows officers giving Wisconsin mom a warning…,['2020/04/29'],300 comments,https://twitchy.com/dougp-3137/2020/04/29/totalitarian-garbage-video-shows-officers-giving-wisconsin-mom-a-warning-for-allowing-daughter-to-play-at-neighbors-house-during-stay-at-home-order/,NDPACKER,I used to support all cops everywhere.  No more.  When one dies I will toast the Nazis death.,,,Conserve Truth,3,3
1149,Twitchy,‘Good thing people don’t need those’! NY Gov. Andrew Cuomo shows off ‘PR collag…,['2020/04/29'],111 comments,https://twitchy.com/dougp-3137/2020/04/29/good-thing-people-dont-need-those-ny-gov-andrew-cuomo-shows-off-pr-collage-made-from-thousands-of-donated-masks/,NDPACKER,Cuomo collected the masks from all the people he killed because of his incompetence.,,,,0,0
1150,Townhall,Chris Cuomo Denies He Was Sick When Breaking Quarantine — But That's Not W…,['2020/04/29'],78 comments,https://townhall.com/tipsheet/juliorosas/2020/04/29/chris-cuomo-denies-breaking-quarantine--but-thats-not-what-cnn-or-his-wife-said-n2567854,NDPACKER,You define megasuccessful as being a paid liar for the democrats?  Really?  WTF?,,,Tom Boye,1,?
1151,Townhall,Chris Cuomo Denies He Was Sick When Breaking Quarantine — But That's Not W…,['2020/04/29'],78 comments,https://townhall.com/tipsheet/juliorosas/2020/04/29/chris-cuomo-denies-breaking-quarantine--but-thats-not-what-cnn-or-his-wife-said-n2567854,NDPACKER,Get in the boat Fredo.,,,Lillian DeVore,4,?
1152,Twitchy,FACT CHECK: Univ. of Texas law professor explains what’s really going on with Pres…,['2020/04/29'],133 comments,https://twitchy.com/gregp-3534/2020/04/29/fact-check-univ-of-texas-law-professor-explains-whats-really-going-on-with-president-trumps-eo-on-meat-processing-plants/,NDPACKER,We know all members of the main stream media are enemies of America and all Americans.  When are we going to stand up and do something about it?,,,,3,?
1153,Townhall,AZ Woman Who Blamed Trump for Chloroquine Ingestion Now Subject of H…,['2020/04/29'],741 comments,https://townhall.com/tipsheet/mattvespa/2020/04/29/az-woman-who-blamed-trump-for-chloroquine-ingestion-now-subject-of-homicide-inves-n2567839,NDPACKER,I thought she was going to be Sleepy Joe's running mate.,,,Count Floyd,1,?
1154,Twitchy,"NYC needs to open up its economy, and fast, before Mayor de Blasio’s CREEPY fin…",['2020/04/29'],84 comments,https://twitchy.com/gregp-3534/2020/04/29/nyc-needs-to-open-up-its-economy-and-fast-before-mayor-de-blasios-creepy-fingernails-get-any-longer-photo/,NDPACKER,I always knew he was a drag queen.,,,surfdog,1,?
1155,Townhall,Guess Which 'Never Trumper' Is Running for the Libertarian Party Nomination,['2020/04/28'],451 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/28/guess-which-never-trumper-is-running-for-the-libertarian-party-nomination-n2567831,NDPACKER,Justin Amash is a coward and a traitor and should be ignored.,,,coolercoleman,8,?
1156,Twitchy,AOC’s solution to workers earning more in unemployment benefits than while work…,['2020/04/28'],34 comments,https://twitchy.com/sarahd-313035/2020/04/28/aocs-solution-to-workers-earning-more-in-unemployment-benefits-than-while-working-is-predictably-embarrassing/,NDPACKER,Forgive her.  She has Stage V TDS.  Her brain no longer functions.,,,Auwtsnae,3,?
1157,Twitchy,‘She believes everyone is beneath her’: Steve Krakauer SHREDS Soledad O’Brien…,['2020/04/28'],56 comments,https://twitchy.com/samj-3930/2020/04/28/she-believes-everyone-is-beneath-her-steve-krakauer-shreds-soledad-obrien-and-her-flying-monkeys-just-cant-deal/,NDPACKER,Soledad O’Brien suffers from Stage IV TDS.  Her brain is now melting in her head.MAGA!,,,,3,?
1158,Twitchy,‘She believes everyone is beneath her’: Steve Krakauer SHREDS Soledad O’Brien…,['2020/04/28'],56 comments,https://twitchy.com/samj-3930/2020/04/28/she-believes-everyone-is-beneath-her-steve-krakauer-shreds-soledad-obrien-and-her-flying-monkeys-just-cant-deal/,NDPACKER,That was never.,,,Dick_Gosinya,2,?
1159,Twitchy,‘She believes everyone is beneath her’: Steve Krakauer SHREDS Soledad O’Brien…,['2020/04/28'],56 comments,https://twitchy.com/samj-3930/2020/04/28/she-believes-everyone-is-beneath-her-steve-krakauer-shreds-soledad-obrien-and-her-flying-monkeys-just-cant-deal/,NDPACKER,First sane post on this story.,,,Mr. Creosote,1,?
1160,Twitchy,‘She believes everyone is beneath her’: Steve Krakauer SHREDS Soledad O’Brien…,['2020/04/28'],56 comments,https://twitchy.com/samj-3930/2020/04/28/she-believes-everyone-is-beneath-her-steve-krakauer-shreds-soledad-obrien-and-her-flying-monkeys-just-cant-deal/,NDPACKER,That was never too.,,,Name,0,0
1161,Twitchy,Blue-checked Rutgers associate professor reveals that the ‘utterly absurd push to r…,['2020/04/28'],118 comments,https://twitchy.com/sarahd-313035/2020/04/28/blue-checked-rutgers-associate-professor-reveals-that-the-utterly-absurd-push-to-re-open-the-country-is-all-about-killing-more-black-people/,NDPACKER,This is what happens when TDS goes untreated.  Eventually it cannibalizes the brain.,,,Name,5,?
1162,Twitchy,President Trump tells the press to let Sleepy Joe Biden know he’s not thinking…,['2020/04/27'],64 comments,https://twitchy.com/brettt-3136/2020/04/27/president-trump-tells-the-press-to-let-sleepy-joe-biden-know-hes-not-thinking-about-delaying-the-election-at-all/,NDPACKER,"Nervous, Joe?",,,,0,0
1163,The Daily Wire,"WATCH: Teacher Yells At Teenagers Playing Football, ‘I Hope You Get The Coronaviru…",[],285 comments,https://www.dailywire.com/news/watch-teacher-yells-at-teenagers-playing-football-i-hope-you-get-the-coronavirus-die-a-long-painful-death,NDPACKER,The good people of New Jersey should not wait for the virus to kill  Nicole Griggs.  Just sayin'.,,,,0,0
1164,Townhall,Local News Outlet Asks Elise Stefanik Ridiculous Question About China,['2020/04/27'],279 comments,https://townhall.com/tipsheet/cortneyobrien/2020/04/27/local-news-outlet-asks-elise-stefanik-ridiculous-question-about-china-n2567684,NDPACKER,Ours have been okay until a few months ago.,,,angry american,1,?
1165,Townhall,Local News Outlet Asks Elise Stefanik Ridiculous Question About China,['2020/04/27'],279 comments,https://townhall.com/tipsheet/cortneyobrien/2020/04/27/local-news-outlet-asks-elise-stefanik-ridiculous-question-about-china-n2567684,NDPACKER,Our local news outlets are actually reporting more fake news than the main stream media.  KFYR-TV in Bismarck has a communist propagandist by the name of Jacob Notermann that is truly an enemy of the American people and should be given an Arkansas necktie.,,,,10,?
1166,Townhall,"Pelosi: You Know, Trump’s Travel Ban Didn’t Go Far Enough",['2020/04/26'],678 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/26/pelosi-you-know-trumps-travel-ban-didnt-go-far-enough-n2567639,NDPACKER,"So, so ignorant.  The Arkansas shuffle is when Bill and Hillary had someone murdered.",,,Kenneth Cooper,0,0
1167,Townhall,"Pelosi: You Know, Trump’s Travel Ban Didn’t Go Far Enough",['2020/04/26'],678 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/26/pelosi-you-know-trumps-travel-ban-didnt-go-far-enough-n2567639,NDPACKER,You should sober up and accept the facts.  She is senile.,,,thefireman,2,?
1168,Townhall,"Pelosi: You Know, Trump’s Travel Ban Didn’t Go Far Enough",['2020/04/26'],678 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/26/pelosi-you-know-trumps-travel-ban-didnt-go-far-enough-n2567639,NDPACKER,Doe your mom ever complain about all of your screaming coming from her basement?,,,Bill,2,?
1169,Townhall,"Pelosi: You Know, Trump’s Travel Ban Didn’t Go Far Enough",['2020/04/26'],678 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/26/pelosi-you-know-trumps-travel-ban-didnt-go-far-enough-n2567639,NDPACKER,"Nancy Pelosi is a lying, senile elder democrat that needs to be ignored, voted out of office, or retired via the Arkansas shuffle.",,,Maitaikovsky,32,1
1170,Townhall,The Consequences of New York State's Dangerous Nursing Home Directive,['2020/04/27'],195 comments,https://townhall.com/tipsheet/cortneyobrien/2020/04/27/new-york-states-dangerous-nursing-home-directive-n2567612,NDPACKER,"Cuomo should be charged with capital murder, tried, found guilty, stood up against a wall and shot.  He is a filthy democrat responsible for ALL of the deaths in his state.",,,Joe Biden,2,?
1171,Townhall,One of the Dems' Most Influential Political Operatives Is Under Investigation,['2020/04/26'],334 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/26/one-of-the-dems-most-influential-political-operatives-is-under-investigation-n2567631,NDPACKER,David Brock is an enemy of the American people.  LOCK HIM UP!,,,Go_FreeMarkets,1,?
1172,Townhall,Shifty Schiff: Thousands of Americans Are Dead Because We Didn't Successfully Im…,['2020/04/25'],787 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/25/shifty-schiff-thousands-of-americans-are-dead-because-we-didnt-successfully-impeach-and-remove-trump-n2567615,NDPACKER,No Adam.  Thousands of Americans are dead because YOU chose to pursue a made up impeachment of our president.  If anyone should be dead it should be you.  Gofundme page anyone?,,,Deplorable Pelosi Schmelosi,93,?
1173,Twitchy,‘This is all a joke’: Chris Cuomo gets served a heaping dose of self-awareness after sl…,['2020/04/25'],115 comments,https://twitchy.com/dougp-3137/2020/04/25/this-is-all-a-joke-chris-cuomo-gets-served-a-heaping-dose-of-self-awareness-after-slamming-trump-about-coronavirus-and-disinfectants/,NDPACKER,Get in the boat Fredo.,,,keyboard jockey,5,?
1174,The Daily Wire,Pennsylvania Forced To Remove Hundreds Of Deaths From Coronavirus Death Coun…,[],446 comments,https://www.dailywire.com/news/pennsylvania-forced-to-remove-hundreds-of-deaths-from-coronavirus-death-count-after-coroners-raise-red-flags,NDPACKER,And their heads.,,,Ray D.,1,?
1175,The Daily Wire,Pennsylvania Forced To Remove Hundreds Of Deaths From Coronavirus Death Coun…,[],446 comments,https://www.dailywire.com/news/pennsylvania-forced-to-remove-hundreds-of-deaths-from-coronavirus-death-count-after-coroners-raise-red-flags,NDPACKER,"It is way, way too late for that.  Killing them is the only solution at this point.",,,Guest,1,2
1176,The Daily Wire,Pennsylvania Forced To Remove Hundreds Of Deaths From Coronavirus Death Coun…,[],446 comments,https://www.dailywire.com/news/pennsylvania-forced-to-remove-hundreds-of-deaths-from-coronavirus-death-count-after-coroners-raise-red-flags,NDPACKER,We need to start killing liberals to save our country.,,,Anna,3,2
