,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag???,Responding to,Upvotes,Downvotes
272,Breitbart News Network,WATCH: Gunshots Ring Out as Armed Rioters Confront Police in Wisconsin,['2020/08/23'],12687 comments,https://www.breitbart.com/politics/2020/08/23/watch-gunshots-ring-out-as-armed-rioters-confront-police-in-wisconsin/,Reese Witheredpoon,"When there is a perception that the issue can escalate into harm against an officer, then appropriate action must be taken. On a separate note, I hope you are raped and beaten by angry gay black men, cuck boy.",,,Archie,2,1
273,Breitbart News Network,WATCH: Gunshots Ring Out as Armed Rioters Confront Police in Wisconsin,['2020/08/23'],12687 comments,https://www.breitbart.com/politics/2020/08/23/watch-gunshots-ring-out-as-armed-rioters-confront-police-in-wisconsin/,Reese Witheredpoon,"Either way, the #1 reason why black people repeatedly have issues with police is this: refusal to comply. They think they are above the law and it almost ALWAYS backfires.",,,Archie,4,1
274,Breitbart News Network,WATCH: Gunshots Ring Out as Armed Rioters Confront Police in Wisconsin,['2020/08/23'],12687 comments,https://www.breitbart.com/politics/2020/08/23/watch-gunshots-ring-out-as-armed-rioters-confront-police-in-wisconsin/,Reese Witheredpoon,"When you walk away from the cops and reach into a vehicle, the assumption has to be that you're grabbing a gun. The police acted accordingly. Now please proceed with red pilling more Liberals, you stupid savages.",,,,5,1
275,Breitbart News Network,NASA: Asteroid Headed Towards Earth Day Before Election Day,['2020/08/23'],1168 comments,https://www.breitbart.com/science/2020/08/23/nasa-asteroid-headed-towards-earth-day-before-election-day/,Reese Witheredpoon,Downtown works for me!,,,Stasiopfer_in_USA,0,0
276,Breitbart News Network,NASA: Asteroid Headed Towards Earth Day Before Election Day,['2020/08/23'],1168 comments,https://www.breitbart.com/science/2020/08/23/nasa-asteroid-headed-towards-earth-day-before-election-day/,Reese Witheredpoon,"If there's a God, it will hit Portland.",,,,2,?
277,The Gateway Pundit,"""Asian People Stealing Black Culture Again!"" - Black Muslim Woman Berates A…",['2020/08'],505 comments,https://www.thegatewaypundit.com/2020/08/asian-people-stealing-black-culture-black-muslim-woman-berates-asian-boba-tea-store-owner-not-black-owned-video/,Reese Witheredpoon,"If it was black owned, it would already be thoroughly looted and out of business.",,,,1,?
278,Breitbart News Network,Jemele Hill: If You Thought the United States Wasn’t Nearly as Bad as Nazi Ger…,['2020/08/23'],3282 comments,https://www.breitbart.com/sports/2020/08/23/jemele-hill-if-you-thought-the-united-states-wasnt-nearly-as-bad-as-nazi-germany-how-wrong-you-are/,Reese Witheredpoon,She's angry because she's just getting fatter and fatter.,,,,3,?
279,The Gateway Pundit,Police Make Second Arrest in Attack on 7-Year-Old Trump Supporter Outside of DN…,['2020/08'],1365 comments,https://www.thegatewaypundit.com/2020/08/police-make-second-arrest-attack-7-year-old-trump-supporter-outside-dnc-convention/,Reese Witheredpoon,Excellent news.,,,,1,?
280,The Gateway Pundit,FAKE HATE: Black Democrat Faked and FILMED her Own Beating and Kidnappin…,['2020/08'],1091 comments,https://www.thegatewaypundit.com/2020/08/fake-hate-black-democrat-faked-filmed-beating-kidnapping-wth-votes-even-posted-online/,Reese Witheredpoon,Scum. Filth. Garbage.,,,,1,?
281,cosmicbook.news,DC Comics Confirms Black Batman,[],20 comments,https://cosmicbook.news/dc-comics-black-batman,Reese Witheredpoon,Zero interest.,,,,10,?
282,Breitbart News Network,Sheriff: Looters Arrested for Targeting Homes of California Wildfire Evacuees,['2020/08/22'],1546 comments,https://www.breitbart.com/crime/2020/08/22/sheriff-looters-arrested-for-targeting-homes-of-california-wildfire-evacuees/,Reese Witheredpoon,Sub-Texan scum.,,,,0,0
283,Breitbart News Network,Innocent Bystander Paralyzed After Shooting in Broad Daylight in DeBlasio’s…,['2020/08/22'],1037 comments,https://www.breitbart.com/politics/2020/08/22/innocent-bystander-paralyzed-after-shooting-in-broad-daylight-in-deblasios-nyc/,Reese Witheredpoon,Sue De Blasio personally.,,,,1,?
284,The Gateway Pundit,LA Mayor Garcetti Shuts Off Utility Service to a House in Hollywood Hills to ‘Stop La…,['2020/08'],265 comments,https://www.thegatewaypundit.com/2020/08/la-mayor-garcetti-shuts-off-utility-service-house-hollywood-hills-stop-large-parties/,Reese Witheredpoon,"Oh, thanks!",,,Jack,1,?
285,The Gateway Pundit,LA Mayor Garcetti Shuts Off Utility Service to a House in Hollywood Hills to ‘Stop La…,['2020/08'],265 comments,https://www.thegatewaypundit.com/2020/08/la-mayor-garcetti-shuts-off-utility-service-house-hollywood-hills-stop-large-parties/,Reese Witheredpoon,What's a Dik Cok star?,,,,0,0
286,Breitbart News Network,"JetBlue Stands by Kicking Family off Flight over Maskless Two-Year-Old, Cites Updat…",['2020/08/20'],1633 comments,https://www.breitbart.com/politics/2020/08/20/jetblue-stands-by-kicking-family-off-flight-over-maskless-two-year-old-cites-updated-policy/,Reese Witheredpoon,Same thing!!!,,,jk001,0,0
287,Breitbart News Network,"JetBlue Stands by Kicking Family off Flight over Maskless Two-Year-Old, Cites Updat…",['2020/08/20'],1633 comments,https://www.breitbart.com/politics/2020/08/20/jetblue-stands-by-kicking-family-off-flight-over-maskless-two-year-old-cites-updated-policy/,Reese Witheredpoon,"I am so sick of hearing the statement ""during these unprecedented times.""",,,,5,?
288,Breitbart News Network,Anthony Fauci Recovering Following Surgery for a Vocal Chord Polyp,['2020/08/20'],729 comments,https://www.breitbart.com/politics/2020/08/20/anthony-fauci-recovering-following-surgery-for-a-vocal-chord-polyp/,Reese Witheredpoon,"Die old man, die.",,,,1,?
289,Breitbart News Network,"Democrats Showcase Illegal Immigrant: ‘I Need Health Insurance. I Deserve it, Right?’",['2020/08/19'],5306 comments,https://www.breitbart.com/2020-election/2020/08/19/democrats-illegal-migrant-i-need-health-insurance-i-deserve-it-right/,Reese Witheredpoon,Get out!!!!!!,,,,2,?
290,The Daily Wire,WALSH: Leftist Mob Destroys Life Of Random NBA Announcer Because Of Typ…,[],225 comments,https://www.dailywire.com/news/leftist-mob-destroys-life-nba-announcer-typo-cancel-culture-evil,Reese Witheredpoon,Nobody likes Nuggets.,,,,1,?
291,Breitbart News Network,Report: 15 Shot Tuesday Alone in Mayor Lightfoot’s Chicago,['2020/08/19'],641 comments,https://www.breitbart.com/politics/2020/08/19/report-15-shot-tuesday-alone-in-mayor-lightfoots-chicago/,Reese Witheredpoon,"Good Lord, get the bleach for my eyes.",,,CapeAnnConservative,0,0
292,Breitbart News Network,Report: 15 Shot Tuesday Alone in Mayor Lightfoot’s Chicago,['2020/08/19'],641 comments,https://www.breitbart.com/politics/2020/08/19/report-15-shot-tuesday-alone-in-mayor-lightfoots-chicago/,Reese Witheredpoon,This has got to be one of the ugliest women on planet Earth.,,,,0,0
293,Breitbart News Network,Democrats Continue Attack on Trump in Depressing 2nd Night of Convention,['2020/08/18'],1298 comments,https://www.breitbart.com/politics/2020/08/18/democrats-attack-trump-depressing-2nd-night-dnc/,Reese Witheredpoon,"That woman in the picture, which Star Trek series is she from?",,,,0,0
294,Breitbart News Network,Homeless Man Arrested for Starting California Wildfire near L.A.,['2020/08/19'],315 comments,https://www.breitbart.com/crime/2020/08/19/homeless-man-arrested-for-starting-california-wildfire-near-l-a/,Reese Witheredpoon,Sounds like one of the sub-Texan scum bags to me.,,,,1,?
295,Breitbart News Network,‘Lady Lady Lady Lady’ — Joe Biden Crashes Jill Biden’s DNC Speech,['2020/08/18'],4842 comments,https://www.breitbart.com/politics/2020/08/18/lady-lady-lady-lady-joe-biden-crashes-jill-bidens-dnc-speech/,Reese Witheredpoon,He's the Milli Vanilli of candidates.,,,Easily Amused,2,?
296,cosmicbook.news,Space Jam 2 and LeBron James Reveal Tune Squad Jerseys,[],10 comments,https://cosmicbook.news/space-jam-2-lebron-james-tune-squad-jerseys,Reese Witheredpoon,Stop molesting children.,,,Kipper Parrish,3,1
297,cosmicbook.news,Space Jam 2 and LeBron James Reveal Tune Squad Jerseys,[],10 comments,https://cosmicbook.news/space-jam-2-lebron-james-tune-squad-jerseys,Reese Witheredpoon,LeBron is Kaepernick-level filth. Get ready for failure.,,,,3,1
298,Breitbart News Network,Eric Holder: ‘Our Democracy Is on the Ballot This November’,['2020/08/18'],446 comments,https://www.breitbart.com/clips/2020/08/18/eric-holder-our-democracy-is-on-the-ballot-this-november/,Reese Witheredpoon,Obamasdick Holder. Hot garbage.,,,,2,?
299,Breitbart News Network,Voter Fraud: Man Arrested in L.A. for Voting 3 Times as His Dead Mother,['2020/08/19'],1169 comments,https://www.breitbart.com/politics/2020/08/19/voter-fraud-man-arrested-in-l-a-for-voting-3-times-as-his-dead-mother/,Reese Witheredpoon,So he's been doing this for 14 years. Nice.,,,,0,0
300,Breitbart News Network,"Transgender: James Will be Called Luna by Texas School, Says Report",['2020/08/18'],904 comments,https://www.breitbart.com/health/2020/08/18/transgender-james-will-be-called-luna-by-texas-school/,Reese Witheredpoon,I sincerely hope someone murders that mother.,,,,0,0
301,cosmicbook.news,The Matrix 4: No Laurence Fishburne,[],4 comments,https://cosmicbook.news/matrix-4-laurence-fishburne,Reese Witheredpoon,He should count his blessings. This movie is going to be the hottest of hot garbage.,,,,7,?
302,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,Look at you parodying a 25 year old meme.,,,Jack,1,?
303,cosmicbook.news,"DC Comics Cancels Aquaman, Suicide Squad, More",[],12 comments,https://cosmicbook.news/dc-comics-cancels-aquaman-suicide-squad-more,Reese Witheredpoon,You don't know Kipper? Consider yourself lucky.,,,JOhn,2,?
304,The Daily Wire,"‘Abuses Of Discretion,’ ‘Operational Failures’: Special Counsel Releases Repo…",[],67 comments,https://www.dailywire.com/news/abuses-of-discretion-operational-failures-special-counsel-releases-report-blasting-chicago-prosecutor-for-jussie-smollett-deal,Reese Witheredpoon,Amazing that they voted this garbage monster into office again. Idiots never learn.,,,kona girl,3,?
305,The Daily Wire,"‘Abuses Of Discretion,’ ‘Operational Failures’: Special Counsel Releases Repo…",[],67 comments,https://www.dailywire.com/news/abuses-of-discretion-operational-failures-special-counsel-releases-report-blasting-chicago-prosecutor-for-jussie-smollett-deal,Reese Witheredpoon,"Meanwhile, his brother Bubba is still driving for Richard Petty.",,,,0,0
306,The Daily Wire,‘Black Lives Don’t Matter To Democrats’: GOP Candidate Releases Viral Ad Crushin…,[],482 comments,https://www.dailywire.com/news/black-lives-dont-matter-to-democrats-gop-candidate-releases-viral-ad-crushing-dems,Reese Witheredpoon,She's sexy.,,,,3,?
307,The Daily Wire,Virginia Democrat Charged With Multiple Felonies For Her Alleged Role In Destroyi…,[],176 comments,https://www.dailywire.com/news/virginia-democrat-charged-with-multiple-felonies-for-her-alleged-role-in-destroying-statue,Reese Witheredpoon,Firing squad time!,,,,1,?
308,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,This is just an embarrassing blip in the world's history. There will eventually be a correction and we'll drive you freaks and monsters right back into your underwater caves.,,,Jack,1,?
309,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,I can't wait for your brain to meet a bullet!,,,Jack,0,0
310,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,Is this Jack Mehoff?,,,Jack,0,0
311,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,Great name!!!,,,Alexandria Orangutan-Canines,0,0
312,The Daily Wire,"‘Save James’: Court Scraps Past Ruling, Mom Can ‘Transition’ Son On Dad’s Dime…",[],387 comments,https://www.dailywire.com/news/save-james-court-scraps-past-ruling-mom-can-transition-son-on-dads-dime-report-says,Reese Witheredpoon,This kid will grow up and murder his mother.,,,,0,0
313,The Gateway Pundit,"In Bid to Revitalize Post Office, AOC Proposes a ""National Progressive Pen Pa…",['2020/08'],355 comments,https://www.thegatewaypundit.com/2020/08/bid-revitalize-post-office-aoc-proposes-national-progressive-pen-pal-program-boost-stamp-sales-video/,Reese Witheredpoon,Let's name it after her. We'll call it the Donkey Express.,,,,2,?
314,Breitbart News Network,"Cardi B Gets Joe Biden to Back Tax Hike to Pay for Free Health Insurance, College Tu…",['2020/08/17'],4295 comments,https://www.breitbart.com/entertainment/2020/08/17/cardi-b-gets-joe-biden-to-back-tax-hike-to-pay-for-free-health-insurance-college-tuition-no-reason-we-cant-have-all-that/,Reese Witheredpoon,Retardi.,,,,3,?
315,The Gateway Pundit,"Seattle Cop Tells Rabid BLM Protester That He's Resigning: 'I'm Leaving, You Guys W…",['2020/08'],502 comments,https://www.thegatewaypundit.com/2020/08/seattle-cop-tells-rabid-blm-protester-resigning-leaving-guys-won-video/,Reese Witheredpoon,"Dad, Dad... let me touch your junk.That's you every night of the week, incest slob.",,,Dad Dad,0,0
316,The Gateway Pundit,"Seattle Cop Tells Rabid BLM Protester That He's Resigning: 'I'm Leaving, You Guys W…",['2020/08'],502 comments,https://www.thegatewaypundit.com/2020/08/seattle-cop-tells-rabid-blm-protester-resigning-leaving-guys-won-video/,Reese Witheredpoon,"Get a life, loser. Go vote for Kamala.",,,Dad Dad,1,?
317,The Gateway Pundit,"Seattle Cop Tells Rabid BLM Protester That He's Resigning: 'I'm Leaving, You Guys W…",['2020/08'],502 comments,https://www.thegatewaypundit.com/2020/08/seattle-cop-tells-rabid-blm-protester-resigning-leaving-guys-won-video/,Reese Witheredpoon,Nope. Smart man. Let Seattle burn itself to the ground.,,,Bill’s Humidor,5,?
318,Breitbart News Network,Nolte: MSNBC Anchor Tiffany Joy Backs Call for More ‘Unrest in the Streets’,['2020/08/17'],1282 comments,https://www.breitbart.com/the-media/2020/08/17/nolte-msnbc-anchor-tiffany-joy-backs-call-for-more-unrest-in-the-streets/,Reese Witheredpoon,Black women are pure evil.,,,,1,?
319,The Gateway Pundit,Coronavirus Is the 3rd or More Likely the 4th Worst Flu Pandemic in US History --…,['2020/08'],255 comments,https://www.thegatewaypundit.com/2020/08/coronavirus-3rd-likely-4th-worst-flu-pandemic-us-history-first-flu-ravage-economy-thanks-faulty-models-junk-science-dr-fauci/,Reese Witheredpoon,Dr. Falsely is pure garbage.,,,,1,?
320,Breitbart News Network,Pressley Calls for ‘Unrest in the Streets’ — Republicans ‘Turning a Deaf Ear’ to Amer…,['2020/08/16'],3268 comments,https://www.breitbart.com/clips/2020/08/16/pressley-calls-for-unrest-in-the-streets-republicans-turning-a-deaf-ear-to-americans-needs/,Reese Witheredpoon,Lex Luthor is black?!?,,,,3,?
321,Breitbart News Network,"Multiple Officers Shot in Texas, Suspect Barricaded in Home",['2020/08/16'],952 comments,https://www.breitbart.com/politics/2020/08/16/multiple-officers-shot-texas-suspect-barricaded-home/,Reese Witheredpoon,"Ha ha ha, thanks!!",,,Boe Jiden,0,0
322,Breitbart News Network,"Multiple Officers Shot in Texas, Suspect Barricaded in Home",['2020/08/16'],952 comments,https://www.breitbart.com/politics/2020/08/16/multiple-officers-shot-texas-suspect-barricaded-home/,Reese Witheredpoon,The shooter went nuts because his parents were evicting him from their basement.,,,,3,?
323,Breitbart News Network,"Online Trolls Mock President over Death of Brother, Robert Trump",['2020/08/16'],5177 comments,https://www.breitbart.com/politics/2020/08/16/online-trolls-mock-president-death-brother-robert-trump/,Reese Witheredpoon,Exactly.,,,NoBetterFriend NoWorseEnemy,2,?
324,Breitbart News Network,HBO’s ‘Lovecraft Country’ Star Jurnee Smollett Says the Show Reflects America…,['2020/08/16'],927 comments,https://www.breitbart.com/entertainment/2020/08/16/hbos-lovecraft-country-star-jurnee-smollett-says-the-show-reflects-americas-current-quest-to-bring-down-white-supremacy/,Reese Witheredpoon,This show is more garbage from racist loser Jordan Peele.,,,,0,0
325,Breitbart News Network,Michelle Obama ‘Becoming’ Director to Helm Netflix Documentary on Trayvon M…,['2020/08/16'],339 comments,https://www.breitbart.com/entertainment/2020/08/16/michelle-obama-becoming-director-to-helm-netflix-documentary-on-trayvon-martin-george-floyd-family-attorney-ben-crump/,Reese Witheredpoon,More crap that only morons will watch.,,,,1,?
326,Breitbart News Network,Female Child Molester Charged with Human Smuggling During California Traf…,['2020/08/16'],328 comments,https://www.breitbart.com/border/2020/08/16/female-child-molester-charged-with-human-smuggling-during-california-traffic-stop/,Reese Witheredpoon,She clearly can't be reformed. Execute her.,,,,3,?
327,The Gateway Pundit,Antifa Goons Go to Sturgis Biker Rally -- BIG MISTAKE -- Need Police Protection fo…,['2020/08'],822 comments,https://www.thegatewaypundit.com/2020/08/antifa-goons-go-sturgis-biker-rally-big-mistake-need-police-protection-escape-video/,Reese Witheredpoon,I can't wait for the day that we finally start to get to kill these terrorists.,,,,5,?
328,Breitbart News Network,Jail for Double Rapist Who Tried to Murder Victim Because ‘He Felt Like It’,['2020/08/16'],373 comments,https://www.breitbart.com/europe/2020/08/16/jail-double-rapist-murder-victim/,Reese Witheredpoon,Yep.,,,Bony Maroni,0,0
329,Breitbart News Network,Jail for Double Rapist Who Tried to Murder Victim Because ‘He Felt Like It’,['2020/08/16'],373 comments,https://www.breitbart.com/europe/2020/08/16/jail-double-rapist-murder-victim/,Reese Witheredpoon,Reggins.,,,,1,?
330,The Gateway Pundit,Maria Bartiromo: Sources Tell Me John Durham Will Interview former CIA Direct…,['2020/08'],282 comments,https://www.thegatewaypundit.com/2020/08/maria-bartiromo-sources-tell-john-durham-will-interview-former-cia-director-john-durham-friday-video/,Reese Witheredpoon,"Never mind, they fixed it.",,,,0,0
331,The Gateway Pundit,Maria Bartiromo: Sources Tell Me John Durham Will Interview former CIA Direct…,['2020/08'],282 comments,https://www.thegatewaypundit.com/2020/08/maria-bartiromo-sources-tell-john-durham-will-interview-former-cia-director-john-durham-friday-video/,Reese Witheredpoon,Nice headline. John Durham will interview John Durham.,,,,0,0
332,Breitbart News Network,Protesters Gather at Home of Postmaster General After Dems Make Election Tampe…,['2020/08/15'],4523 comments,https://www.breitbart.com/politics/2020/08/15/protesters-gather-at-home-of-postmaster-general-after-dems-make-election-tampering-claim/,Reese Witheredpoon,Queers.,,,,0,0
333,The Gateway Pundit,Black Democrat Nominee for Minnesota House Seat Screams Obscenities at Youn…,['2020/08'],693 comments,https://www.thegatewaypundit.com/2020/08/black-democrat-nominee-minnesota-house-seat-screams-obscenities-young-white-girls-driveway-yells-come-get-blue-eyes-medicine-blue-eyes-aint-sht/,Reese Witheredpoon,Scum bag!!!,,,,1,?
334,Breitbart News Network,Cher: ‘I Hope the Ground Opens’ Under Trump at Gettysburg ‘And We Never See…,['2020/08/15'],1053 comments,https://www.breitbart.com/entertainment/2020/08/15/cher-i-hope-the-ground-opens-under-trump-at-gettysburg-and-we-never-see-him-again/,Reese Witheredpoon,When will Satan claim this plastic nightmare?,,,,1,?
335,Breitbart News Network,Watch: Actor Anthony Michael Hall Apologizes for Profanity-Filled Tirade at…,['2020/08/14'],620 comments,https://www.breitbart.com/entertainment/2020/08/14/watch-actor-anthony-michael-hall-apologizes-for-profanity-filled-tirade-at-hotel-guests/,Reese Witheredpoon,Never heard of him????!? You have clearly missed out on several great 80's teen films.,,,Miss miller,0,0
336,cosmicbook.news,"DC Comics Cancels Aquaman, Suicide Squad, More",[],12 comments,https://cosmicbook.news/dc-comics-cancels-aquaman-suicide-squad-more,Reese Witheredpoon,Kipper Parrish kidnapped three extra boys to celebrate this news.,,,,4,?
337,Breitbart News Network,"BLM Activists Storm Neighborhood in Seattle, Demand Residents ‘Get the F***…",['2020/08/14'],5000 comments,https://www.breitbart.com/politics/2020/08/14/blm-activists-storm-neighborhood-seattle-demand-residents-get-f-out-open-your-purse/,Reese Witheredpoon,That neighborhood will be voting Trump 2020.,,,,2,?
338,The Gateway Pundit,"San Diego City Councilmember Threatens Residents, Demands Sheriff Arrest ""Peo…",['2020/08'],467 comments,https://www.thegatewaypundit.com/2020/08/san-diego-city-councilmember-threatens-residents-demands-sheriff-arrest-people-arent-wearing-masks-arent-social-distancing-video/,Reese Witheredpoon,Isn't that Bernie Sanders??,,,,0,0
339,The Daily Wire,Pro Soccer Fans In Texas Boo As Players Kneel For The National Anthem,[],504 comments,https://www.dailywire.com/news/pro-soccer-fans-in-texas-boo-as-players-kneel-for-the-national-anthem,Reese Witheredpoon,I was told that you're happiest when your dad's pubes are tickling your nostrils.,,,Nox Mundus,0,0
340,The Daily Wire,Pro Soccer Fans In Texas Boo As Players Kneel For The National Anthem,[],504 comments,https://www.dailywire.com/news/pro-soccer-fans-in-texas-boo-as-players-kneel-for-the-national-anthem,Reese Witheredpoon,"Very true, as it tends to appeal to women, gays, and pedophiles.",,,Guest,2,?
341,Breitbart News Network,Columbia Sportswear Sponsors Bubba Wallace Following ‘Noose’ Controversy,['2020/08/12'],759 comments,https://www.breitbart.com/sports/2020/08/12/columbia-sportswear-sponsors-bubba-wallace-following-noose-controversy/,Reese Witheredpoon,"I see you pulled your face from between your father's butt cheeks long enough to comment. Nice work. Now get back in there, Sir Richard Pumpaloaf.",,,Guest,0,0
342,Breitbart News Network,Polls Show Opposition to Transgender ‘Women’ Competing in Female Sports Gr…,['2020/08/12'],231 comments,https://www.breitbart.com/politics/2020/08/12/polls-show-opposition-to-transgender-women-competing-in-female-sports-growing/,Reese Witheredpoon,Nobody wants monsters running wild among them.,,,,2,?
343,Breitbart News Network,Players Kneeling for Anthem Met with Boos Before MLS Game,['2020/08/13'],2733 comments,https://www.breitbart.com/sports/2020/08/13/players-kneeling-for-anthem-met-with-boos-before-mls-game/,Reese Witheredpoon,Kneeling is for the weak. All kneelers die.,,,,0,0
344,The Daily Wire,CeeLo Green Seems To Rip Raunchy Female Rappers On ‘Moral Level’ During…,[],45 comments,https://www.dailywire.com/news/ceelo-green-seems-to-rip-raunchy-female-rappers-on-moral-level-during-interview-posts-statement-to-clarify-apologize,Reese Witheredpoon,I like Ceelo. It's sad to see that his masters immediately whipped him back into compliance.,,,,0,0
345,The Gateway Pundit,Home-Wrecker Ilhan Omar Wins Her Primary – Proving America-Hating Marxi…,['2020/08'],172 comments,https://www.thegatewaypundit.com/2020/08/home-wrecker-ilhan-omar-wins-primary-proving-america-hating-marxists-continue-take-democrat-party/,Reese Witheredpoon,"I couldn't agree more. And once we regain the House, it will be fun watching the Clod Squad repeatedly being savaged by much smarter reps.",,,Joe00,1,?
346,The Gateway Pundit,"California Black Lives Matter Leader Charged with Five Felonies, Faces 15 Yea…",['2020/08'],780 comments,https://www.thegatewaypundit.com/2020/08/california-black-lives-matter-leader-charged-five-felonies-faces-15-years-prison-video/,Reese Witheredpoon,Rosie O'Donnell will be there??,,,Jacqui Bulkley,0,0
347,The Gateway Pundit,"California Black Lives Matter Leader Charged with Five Felonies, Faces 15 Yea…",['2020/08'],780 comments,https://www.thegatewaypundit.com/2020/08/california-black-lives-matter-leader-charged-five-felonies-faces-15-years-prison-video/,Reese Witheredpoon,"Trust me, 15 years is plenty. One year alone will destroy her.",,,Bob Smithers,1,?
348,The Gateway Pundit,"California Black Lives Matter Leader Charged with Five Felonies, Faces 15 Yea…",['2020/08'],780 comments,https://www.thegatewaypundit.com/2020/08/california-black-lives-matter-leader-charged-five-felonies-faces-15-years-prison-video/,Reese Witheredpoon,"She'll get out just in time to hit the wall, be undesirable to any men, and incapable of having children. Perfect.",,,,0,0
349,Breitbart News Network,New Zealand PM Jacinda Ardern Warns She May Delay Elections over Coronavirus,['2020/08/12'],486 comments,https://www.breitbart.com/national-security/2020/08/12/new-zealand-pm-jacinda-ardern-warns-she-may-delay-elections-over-coronavirus/,Reese Witheredpoon,"Good Lord, she looks like some hippie slob. What is with those teeth? Are her gums bleeding 24/7??",,,,2,?
350,Breitbart News Network,Air Force Helicopter Makes Emergency Landing After Taking Gunfire over Virginia,['2020/08/12'],1358 comments,https://www.breitbart.com/politics/2020/08/12/air-force-helicopter-emergency-landing-taking-gunfire-virginia/,Reese Witheredpoon,Some Antifa idiot is going to get nailed for this. Then he's going to get nailed repeatedly in the behind.,,,,0,0
351,Breitbart News Network,Report: Seattle Police Chief Announces Retirement in Wake of Cuts,['2020/08/10'],1504 comments,https://www.breitbart.com/clips/2020/08/10/report-seattle-police-chief-to-retire-in-wake-of-cuts/,Reese Witheredpoon,But then you couldn't love me anymore.,,,MartinaM.,0,0
352,Breitbart News Network,Report: Seattle Police Chief Announces Retirement in Wake of Cuts,['2020/08/10'],1504 comments,https://www.breitbart.com/clips/2020/08/10/report-seattle-police-chief-to-retire-in-wake-of-cuts/,Reese Witheredpoon,You love me.,,,MartinaM.,0,0
353,cosmicbook.news,Green Lantern: Michael Kenneth Williams Rumored As Sinestro,[],18 comments,https://cosmicbook.news/green-lantern-michael-kenneth-williams-sinestro,Reese Witheredpoon,Oops.,,,Les Grossman,1,?
354,cosmicbook.news,"DC Comics, DC Universe Doomed: Massive Layoffs and Changes",[],21 comments,https://cosmicbook.news/dc-comics-universe-doomed-massive-layoffs,Reese Witheredpoon,Kipper abducts little boys.,,,Kipper Parrish,4,?
355,Breitbart News Network,Chicago BLM Organizer Defends Looting: ‘That Is Reparations’,['2020/08/11'],2275 comments,https://www.breitbart.com/politics/2020/08/11/chicago-blm-organizer-defends-looting-reparations/,Reese Witheredpoon,Well... they are slaves to stupidity.,,,DemClownShow,0,0
356,Breitbart News Network,Chicago BLM Organizer Defends Looting: ‘That Is Reparations’,['2020/08/11'],2275 comments,https://www.breitbart.com/politics/2020/08/11/chicago-blm-organizer-defends-looting-reparations/,Reese Witheredpoon,"When do all the white women attacked by black men get ""rapearations?""",,,,0,0
357,Breitbart News Network,Donald Trump: College Football ‘Making a Tragic Mistake’ if It Cancels Season for C…,['2020/08/11'],259 comments,https://www.breitbart.com/politics/2020/08/11/donald-trump-college-football-donald-trump-college-football-making-a-tragic-mistake-if-it-cancels-season-for-coronavirus/,Reese Witheredpoon,"Oh look, a gay guy.",,,cgodfrey,1,?
358,Breitbart News Network,Donald Trump: College Football ‘Making a Tragic Mistake’ if It Cancels Season for C…,['2020/08/11'],259 comments,https://www.breitbart.com/politics/2020/08/11/donald-trump-college-football-donald-trump-college-football-making-a-tragic-mistake-if-it-cancels-season-for-coronavirus/,Reese Witheredpoon,"I bet that if they do play, they'll start kneeling.",,,,1,?
359,Breitbart News Network,Kasich: Supporting Trump Is Not Consistent with Biblical Teachings — Bid…,['2020/08/10'],3815 comments,https://www.breitbart.com/clips/2020/08/10/kasich-supporting-trump-is-not-consistent-with-biblical-teachings-biden-is-a-man-of-deep-faith/,Reese Witheredpoon,Kasich the Gaybich.,,,,0,0
360,Breitbart News Network,"Watch: Australian Police Choke, Wrestle Woman to the Ground for Not Wearing a…",['2020/08/11'],468 comments,https://www.breitbart.com/europe/2020/08/11/watch-australian-police-choke-wrestle-woman-to-the-ground-for-not-wearing-a-mask/,Reese Witheredpoon,It looks like Wolf Creek is now the only safe place to visit in Australia.Horror fans will get it.,,,,1,?
